income is <=50k, fnlwgt is 173804, capital-gain is 0, workclass is Private, race is White, hours-per-week is 20, education is Some-college, marital-status is Never-married, occupation is Other-service, relationship is Own-child, capital-loss is 0, native-country is United-states, education-num is 10, sex is Male, age is 20
income is <=50k, occupation is Adm-clerical, education is Some-college, hours-per-week is 40, age is 26, sex is Female, fnlwgt is 129802, capital-gain is 0, education-num is 10, workclass is Private, native-country is United-states, relationship is Own-child, capital-loss is 0, race is White, marital-status is Never-married
income is <=50k, capital-gain is 0, workclass is Private, education is Hs-grad, marital-status is Never-married, occupation is Handlers-cleaners, fnlwgt is 185084, age is 24, sex is Male, relationship is Own-child, education-num is 9, hours-per-week is 60, capital-loss is 0, native-country is United-states, race is White
income is <=50k, hours-per-week is 40, native-country is United-states, capital-gain is 0, relationship is Husband, age is 24, education is Hs-grad, race is White, capital-loss is 0, marital-status is Married-civ-spouse, workclass is Private, education-num is 9, fnlwgt is 246449, occupation is Transport-moving, sex is Male
income is <=50k, capital-gain is 0, education is Bachelors, race is White, capital-loss is 0, workclass is Private, age is 24, education-num is 13, fnlwgt is 247797, occupation is Prof-specialty, marital-status is Never-married, relationship is Not-in-family, sex is Male, hours-per-week is 30, native-country is United-states
income is >50k, occupation is Craft-repair, capital-loss is 0, hours-per-week is 40, marital-status is Married-civ-spouse, fnlwgt is 170287, race is White, native-country is United-states, workclass is Private, age is 60, education is Hs-grad, relationship is Husband, sex is Male, capital-gain is 0, education-num is 9
income is <=50k, capital-gain is 0, age is 22, occupation is Craft-repair, relationship is Own-child, education-num is 9, education is Hs-grad, fnlwgt is 250221, native-country is United-states, workclass is Private, capital-loss is 0, hours-per-week is 40, race is White, marital-status is Never-married, sex is Male
income is <=50k, capital-gain is 0, native-country is United-states, education is Some-college, age is 38, fnlwgt is 37933, education-num is 10, capital-loss is 0, workclass is Private, hours-per-week is 40, occupation is Craft-repair, race is Black, sex is Male, marital-status is Divorced, relationship is Unmarried
income is <=50k, occupation is Machine-op-inspct, capital-loss is 0, hours-per-week is 40, age is 43, sex is Male, education is Hs-grad, workclass is Private, fnlwgt is 186681, capital-gain is 0, native-country is United-states, relationship is Husband, marital-status is Married-civ-spouse, education-num is 9, race is White
income is <=50k, education-num is 9, workclass is Private, relationship is Husband, capital-gain is 0, age is 35, race is White, education is Hs-grad, occupation is Machine-op-inspct, sex is Male, marital-status is Married-civ-spouse, capital-loss is 0, hours-per-week is 40, native-country is United-states, fnlwgt is 204062
income is <=50k, education-num is 10, race is White, occupation is Exec-managerial, relationship is Husband, capital-gain is 0, hours-per-week is 40, fnlwgt is 198822, education is Some-college, capital-loss is 0, sex is Male, native-country is United-states, workclass is Private, marital-status is Married-civ-spouse, age is 45
income is <=50k, native-country is United-states, capital-gain is 0, capital-loss is 0, education is Some-college, workclass is?, sex is Female, marital-status is Never-married, occupation is?, age is 19, race is White, hours-per-week is 35, fnlwgt is 85427, education-num is 10, relationship is Own-child
income is <=50k, hours-per-week is 40, occupation is Sales, native-country is United-states, education is Some-college, education-num is 10, age is 24, capital-gain is 0, fnlwgt is 245685, sex is Male, capital-loss is 0, race is White, workclass is Private, relationship is Not-in-family, marital-status is Never-married
income is >50k, native-country is United-states, sex is Male, capital-gain is 0, capital-loss is 0, age is 44, occupation is Exec-managerial, race is White, workclass is Private, fnlwgt is 150164, education-num is 14, education is Masters, hours-per-week is 60, marital-status is Married-civ-spouse, relationship is Husband
income is >50k, capital-gain is 0, education-num is 14, capital-loss is 0, fnlwgt is 95723, education is Masters, relationship is Husband, occupation is Prof-specialty, hours-per-week is 40, sex is Male, native-country is United-states, workclass is Private, race is White, marital-status is Married-civ-spouse, age is 45
income is <=50k, capital-gain is 0, age is 30, capital-loss is 0, race is White, hours-per-week is 40, native-country is United-states, occupation is Craft-repair, sex is Male, workclass is Private, marital-status is Never-married, education is Some-college, relationship is Not-in-family, fnlwgt is 182460, education-num is 10
income is <=50k, native-country is United-states, capital-gain is 0, race is White, marital-status is Never-married, education-num is 13, sex is Male, age is 36, occupation is Prof-specialty, fnlwgt is 37932, workclass is Private, capital-loss is 0, relationship is Not-in-family, hours-per-week is 50, education is Bachelors
income is >50k, capital-gain is 0, race is White, marital-status is Married-civ-spouse, sex is Male, age is 48, capital-loss is 0, workclass is Private, education-num is 14, education is Masters, hours-per-week is 60, fnlwgt is 108435, occupation is Exec-managerial, native-country is United-states, relationship is Husband
income is <=50k, hours-per-week is 40, fnlwgt is 181363, education is Some-college, native-country is United-states, sex is Female, marital-status is Never-married, race is White, education-num is 10, capital-loss is 0, capital-gain is 0, age is 23, workclass is Private, occupation is Other-service, relationship is Not-in-family
income is <=50k, native-country is United-states, capital-gain is 0, race is White, fnlwgt is 177070, occupation is Other-service, workclass is Private, education is 11th, hours-per-week is 20, sex is Male, relationship is Husband, capital-loss is 0, marital-status is Married-civ-spouse, age is 58, education-num is 7
income is <=50k, native-country is United-states, marital-status is Separated, capital-gain is 0, hours-per-week is 40, capital-loss is 0, race is White, workclass is Private, sex is Female, education is Some-college, age is 30, fnlwgt is 243665, occupation is Adm-clerical, relationship is Unmarried, education-num is 10
income is <=50k, occupation is Craft-repair, workclass is Private, capital-loss is 0, fnlwgt is 213385, native-country is United-states, education-num is 9, education is Hs-grad, race is White, sex is Male, capital-gain is 0, hours-per-week is 40, relationship is Husband, marital-status is Married-civ-spouse, age is 31
income is <=50k, capital-gain is 0, native-country is United-states, age is 30, marital-status is Married-civ-spouse, education is Bachelors, occupation is Prof-specialty, race is White, relationship is Husband, fnlwgt is 87178, education-num is 13, hours-per-week is 40, capital-loss is 0, sex is Male, workclass is Private
income is <=50k, fnlwgt is 97276, marital-status is Divorced, relationship is Unmarried, education-num is 9, sex is Female, age is 41, race is White, hours-per-week is 40, workclass is Private, occupation is Machine-op-inspct, native-country is United-states, capital-loss is 0, education is Hs-grad, capital-gain is 0
income is <=50k, education is Some-college, capital-gain is 0, sex is Male, occupation is Farming-fishing, hours-per-week is 60, workclass is Self-emp-not-inc, age is 42, education-num is 10, native-country is United-states, marital-status is Married-civ-spouse, race is White, capital-loss is 0, fnlwgt is 188436, relationship is Husband
income is <=50k, capital-loss is 0, fnlwgt is 271399, hours-per-week is 40, occupation is Craft-repair, race is White, education is Hs-grad, relationship is Not-in-family, capital-gain is 0, age is 35, workclass is Private, marital-status is Divorced, sex is Male, native-country is United-states, education-num is 9
income is <=50k, relationship is Not-in-family, native-country is United-states, workclass is Private, age is 26, fnlwgt is 207064, hours-per-week is 40, education is Some-college, sex is Female, capital-gain is 0, race is White, marital-status is Never-married, occupation is Adm-clerical, education-num is 10, capital-loss is 0
income is <=50k, capital-gain is 0, native-country is United-states, education is Some-college, education-num is 10, race is White, occupation is Craft-repair, fnlwgt is 110171, workclass is Self-emp-not-inc, age is 29, sex is Male, capital-loss is 0, hours-per-week is 54, relationship is Husband, marital-status is Married-civ-spouse
income is <=50k, education is Some-college, hours-per-week is 40, occupation is?, fnlwgt is 329088, relationship is Own-child, sex is Female, race is White, native-country is United-states, capital-gain is 0, workclass is?, age is 21, education-num is 10, marital-status is Never-married, capital-loss is 0
income is <=50k, capital-gain is 0, workclass is Private, education-num is 9, age is 26, sex is Female, relationship is Not-in-family, occupation is Exec-managerial, marital-status is Never-married, capital-loss is 0, education is Hs-grad, race is White, hours-per-week is 40, fnlwgt is 189897, native-country is United-states
income is <=50k, capital-gain is 0, race is White, marital-status is Married-civ-spouse, workclass is Self-emp-inc, capital-loss is 0, hours-per-week is 75, sex is Male, fnlwgt is 145848, education-num is 14, occupation is Exec-managerial, relationship is Husband, native-country is United-states, age is 45, education is Masters
income is <=50k, native-country is United-states, capital-gain is 0, fnlwgt is 147377, workclass is Private, sex is Female, age is 22, relationship is Not-in-family, occupation is Sales, education-num is 10, race is White, marital-status is Never-married, capital-loss is 0, hours-per-week is 30, education is Some-college
income is >50k, capital-gain is 0, race is White, sex is Male, education-num is 12, marital-status is Married-civ-spouse, native-country is United-states, capital-loss is 0, age is 41, hours-per-week is 60, education is Assoc-acdm, fnlwgt is 175897, occupation is Craft-repair, workclass is Private, relationship is Husband
income is <=50k, hours-per-week is 40, native-country is United-states, age is 31, education is Bachelors, capital-gain is 0, occupation is Prof-specialty, relationship is Husband, education-num is 13, race is White, fnlwgt is 169770, capital-loss is 0, workclass is Private, sex is Male, marital-status is Married-civ-spouse
income is <=50k, relationship is Wife, workclass is Private, capital-gain is 0, sex is Female, native-country is United-states, hours-per-week is 40, race is White, education-num is 9, fnlwgt is 263800, occupation is Adm-clerical, marital-status is Married-civ-spouse, capital-loss is 0, age is 41, education is Hs-grad
income is <=50k, native-country is United-states, relationship is Husband, capital-gain is 0, fnlwgt is 147377, education is Some-college, race is White, marital-status is Married-civ-spouse, age is 35, workclass is Private, occupation is Adm-clerical, education-num is 10, capital-loss is 0, sex is Male, hours-per-week is 50
income is <=50k, capital-gain is 0, education-num is 9, occupation is Craft-repair, native-country is United-states, marital-status is Married-civ-spouse, age is 28, capital-loss is 0, hours-per-week is 40, race is White, workclass is Private, sex is Male, relationship is Husband, fnlwgt is 226296, education is Hs-grad
income is <=50k, marital-status is Married-civ-spouse, occupation is Tech-support, race is White, relationship is Wife, native-country is United-states, education-num is 10, capital-gain is 0, sex is Female, hours-per-week is 40, workclass is Private, age is 29, fnlwgt is 243665, education is Some-college, capital-loss is 0
income is <=50k, capital-gain is 0, education is Some-college, capital-loss is 0, sex is Female, fnlwgt is 273848, age is 42, hours-per-week is 40, education-num is 10, workclass is State-gov, marital-status is Divorced, race is White, native-country is United-states, occupation is Adm-clerical, relationship is Unmarried
income is <=50k, education-num is 9, fnlwgt is 107682, capital-gain is 0, hours-per-week is 60, marital-status is Married-civ-spouse, native-country is United-states, capital-loss is 0, sex is Male, age is 50, education is Hs-grad, relationship is Husband, workclass is Private, race is White, occupation is Transport-moving
income is <=50k, capital-gain is 0, workclass is Private, native-country is United-states, age is 23, education is Some-college, fnlwgt is 227210, occupation is Adm-clerical, sex is Female, relationship is Not-in-family, marital-status is Never-married, education-num is 10, capital-loss is 0, race is White, hours-per-week is 40
income is <=50k, capital-gain is 0, age is 33, workclass is Private, sex is Female, occupation is Craft-repair, hours-per-week is 40, capital-loss is 0, race is White, education-num is 9, education is Hs-grad, native-country is United-states, relationship is Not-in-family, marital-status is Divorced, fnlwgt is 155782
income is <=50k, capital-gain is 0, fnlwgt is 191834, education-num is 11, hours-per-week is 40, age is 42, occupation is Craft-repair, capital-loss is 0, workclass is Private, native-country is United-states, marital-status is Divorced, sex is Female, education is Assoc-voc, relationship is Unmarried, race is White
income is >50k, capital-gain is 0, sex is Female, occupation is Tech-support, education-num is 10, race is White, native-country is United-states, workclass is Private, relationship is Wife, hours-per-week is 20, education is Some-college, capital-loss is 0, age is 38, marital-status is Married-civ-spouse, fnlwgt is 345960
income is >50k, education is Bachelors, race is White, age is 32, fnlwgt is 205047, occupation is Prof-specialty, education-num is 13, relationship is Husband, marital-status is Married-civ-spouse, workclass is Local-gov, capital-loss is 0, sex is Male, capital-gain is 0, native-country is United-states, hours-per-week is 40
income is <=50k, hours-per-week is 40, sex is Female, relationship is Not-in-family, marital-status is Divorced, capital-gain is 0, fnlwgt is 272359, capital-loss is 0, education-num is 9, workclass is Private, occupation is Machine-op-inspct, education is Hs-grad, native-country is United-states, age is 60, race is White
income is >50k, hours-per-week is 50, marital-status is Married-civ-spouse, sex is Male, workclass is Private, education-num is 10, relationship is Husband, capital-gain is 0, occupation is Exec-managerial, education is Some-college, capital-loss is 0, race is White, fnlwgt is 200949, age is 35, native-country is United-states
income is <=50k, capital-loss is 0, fnlwgt is 67240, education is Assoc-voc, native-country is United-states, workclass is Private, capital-gain is 0, marital-status is Married-civ-spouse, hours-per-week is 40, age is 29, sex is Male, relationship is Husband, occupation is Machine-op-inspct, education-num is 11, race is White
income is >50k, relationship is Husband, sex is Male, capital-loss is 0, hours-per-week is 60, age is 42, workclass is Self-emp-inc, capital-gain is 0, race is White, occupation is Exec-managerial, fnlwgt is 97277, education is Bachelors, native-country is United-states, marital-status is Married-civ-spouse, education-num is 13
income is >50k, occupation is Exec-managerial, fnlwgt is 147236, hours-per-week is 30, native-country is United-states, age is 75, relationship is Husband, capital-gain is 0, sex is Male, race is White, education-num is 13, capital-loss is 0, education is Bachelors, workclass is Private, marital-status is Married-civ-spouse
income is >50k, relationship is Husband, capital-loss is 0, occupation is Transport-moving, age is 49, marital-status is Married-civ-spouse, workclass is Private, education-num is 9, education is Hs-grad, hours-per-week is 65, sex is Male, fnlwgt is 149949, race is White, capital-gain is 7298, native-country is United-states
income is >50k, capital-loss is 0, education-num is 14, native-country is United-states, race is White, workclass is Self-emp-not-inc, sex is Male, fnlwgt is 132686, hours-per-week is 60, marital-status is Married-civ-spouse, education is Masters, capital-gain is 0, occupation is Prof-specialty, relationship is Husband, age is 51
income is <=50k, capital-loss is 0, sex is Male, hours-per-week is 50, native-country is United-states, education is Some-college, occupation is Farming-fishing, age is 21, education-num is 10, capital-gain is 0, marital-status is Never-married, fnlwgt is 271768, workclass is Self-emp-not-inc, race is White, relationship is Own-child
income is >50k, sex is Male, occupation is Exec-managerial, workclass is Private, education-num is 13, race is White, age is 37, education is Bachelors, fnlwgt is 106175, relationship is Husband, capital-gain is 0, native-country is United-states, capital-loss is 0, hours-per-week is 40, marital-status is Married-civ-spouse
income is <=50k, education-num is 5, native-country is United-states, capital-gain is 0, race is White, occupation is Handlers-cleaners, hours-per-week is 40, education is 9th, marital-status is Never-married, sex is Male, capital-loss is 0, age is 28, workclass is Private, relationship is Own-child, fnlwgt is 99297
income is <=50k, hours-per-week is 40, sex is Female, education-num is 5, capital-gain is 0, native-country is United-states, workclass is Private, fnlwgt is 262153, age is 45, capital-loss is 0, marital-status is Divorced, race is White, education is 9th, occupation is Machine-op-inspct, relationship is Unmarried
income is <=50k, capital-gain is 0, capital-loss is 0, native-country is United-states, fnlwgt is 117023, race is White, hours-per-week is 60, workclass is Private, sex is Male, occupation is Transport-moving, education-num is 9, education is Hs-grad, marital-status is Married-civ-spouse, age is 28, relationship is Husband
income is <=50k, capital-gain is 0, marital-status is Married-civ-spouse, fnlwgt is 97279, occupation is Exec-managerial, education is Some-college, sex is Male, hours-per-week is 50, education-num is 10, native-country is United-states, relationship is Husband, race is White, capital-loss is 0, workclass is Private, age is 28
income is <=50k, capital-gain is 0, age is 55, marital-status is Married-civ-spouse, education-num is 9, race is White, workclass is State-gov, relationship is Husband, occupation is Exec-managerial, hours-per-week is 40, education is Hs-grad, capital-loss is 0, fnlwgt is 181362, native-country is United-states, sex is Male
income is <=50k, occupation is Adm-clerical, education is Some-college, native-country is United-states, hours-per-week is 40, capital-gain is 0, sex is Female, age is 23, education-num is 10, relationship is Own-child, workclass is Private, fnlwgt is 467399, race is Black, marital-status is Never-married, capital-loss is 0
income is >50k, sex is Female, fnlwgt is 168038, education is Bachelors, marital-status is Married-civ-spouse, capital-gain is 0, occupation is Exec-managerial, native-country is United-states, capital-loss is 0, relationship is Wife, hours-per-week is 40, age is 28, race is White, workclass is Private, education-num is 13
income is >50k, race is White, workclass is Private, education-num is 13, occupation is Exec-managerial, capital-gain is 0, sex is Male, native-country is United-states, hours-per-week is 55, age is 37, education is Bachelors, relationship is Husband, fnlwgt is 118551, capital-loss is 0, marital-status is Married-civ-spouse
income is <=50k, capital-gain is 0, education-num is 6, occupation is Exec-managerial, fnlwgt is 147377, race is Black, relationship is Own-child, native-country is United-states, marital-status is Never-married, sex is Female, workclass is Private, hours-per-week is 40, education is 10th, capital-loss is 0, age is 30
income is <=50k, capital-gain is 0, workclass is Private, education-num is 9, race is White, age is 28, occupation is Transport-moving, fnlwgt is 285878, relationship is Husband, capital-loss is 0, marital-status is Married-civ-spouse, education is Hs-grad, sex is Male, native-country is United-states, hours-per-week is 50
income is >50k, sex is Male, relationship is Husband, capital-loss is 0, race is White, fnlwgt is 123681, age is 44, education-num is 9, occupation is Machine-op-inspct, marital-status is Married-civ-spouse, native-country is United-states, workclass is Private, education is Hs-grad, hours-per-week is 40, capital-gain is 0
income is <=50k, hours-per-week is 40, capital-gain is 0, education-num is 9, relationship is Husband, race is White, marital-status is Married-civ-spouse, workclass is Private, native-country is United-states, fnlwgt is 766115, occupation is Transport-moving, capital-loss is 0, education is Hs-grad, age is 36, sex is Male
income is >50k, capital-gain is 0, fnlwgt is 282313, race is White, marital-status is Married-civ-spouse, occupation is Exec-managerial, native-country is United-states, education is Some-college, hours-per-week is 40, workclass is Self-emp-not-inc, sex is Male, education-num is 10, capital-loss is 0, relationship is Husband
income is <=50k, capital-gain is 0, education-num is 9, education is Hs-grad, sex is Female, marital-status is Separated, occupation is Sales, hours-per-week is 52, native-country is United-states, workclass is Private, race is White, age is 42, capital-loss is 0, relationship is Unmarried, fnlwgt is 173610
income is <=50k, capital-gain is 0, native-country is United-states, age is 37, education-num is 10, fnlwgt is 289148, workclass is Private, occupation is Machine-op-inspct, relationship is Not-in-family, sex is Male, hours-per-week is 40, education is Some-college, capital-loss is 0, race is White, marital-status is Divorced
income is <=50k, marital-status is Divorced, capital-gain is 0, education-num is 9, hours-per-week is 40, native-country is United-states, capital-loss is 0, education is Hs-grad, relationship is Unmarried, race is White, workclass is Private, sex is Female, fnlwgt is 173425, occupation is Adm-clerical, age is 42
income is >50k, capital-gain is 0, age is 49, marital-status is Married-civ-spouse, relationship is Husband, occupation is Prof-specialty, race is White, native-country is United-states, sex is Male, education is Bachelors, capital-loss is 0, workclass is Self-emp-not-inc, fnlwgt is 90934, hours-per-week is 70, education-num is 13
income is <=50k, occupation is Prof-specialty, marital-status is Married-civ-spouse, capital-gain is 0, native-country is United-states, education is Some-college, race is White, fnlwgt is 207184, workclass is Private, age is 48, hours-per-week is 60, sex is Male, education-num is 10, relationship is Husband, capital-loss is 0
income is >50k, capital-gain is 0, education is Some-college, fnlwgt is 176756, age is 54, occupation is Craft-repair, hours-per-week is 40, race is White, capital-loss is 0, education-num is 10, workclass is Private, sex is Male, relationship is Husband, marital-status is Married-civ-spouse, native-country is United-states
income is <=50k, capital-gain is 0, sex is Male, age is 26, occupation is Prof-specialty, race is White, education is Masters, capital-loss is 0, marital-status is Never-married, workclass is Private, fnlwgt is 20534, native-country is United-states, hours-per-week is 50, education-num is 14, relationship is Not-in-family
income is >50k, capital-gain is 0, sex is Male, occupation is Sales, education-num is 13, native-country is United-states, education is Bachelors, hours-per-week is 50, capital-loss is 0, race is White, marital-status is Married-civ-spouse, workclass is Private, age is 45, fnlwgt is 127596, relationship is Husband
income is <=50k, capital-gain is 0, occupation is Craft-repair, sex is Male, fnlwgt is 114787, education is 10th, workclass is Private, native-country is United-states, age is 46, capital-loss is 0, education-num is 6, marital-status is Divorced, relationship is Unmarried, hours-per-week is 40, race is White
income is <=50k, relationship is Not-in-family, capital-gain is 0, sex is Female, age is 43, race is White, education is Hs-grad, occupation is Exec-managerial, capital-loss is 0, native-country is United-states, marital-status is Separated, workclass is Private, fnlwgt is 185468, hours-per-week is 40, education-num is 9
income is <=50k, capital-gain is 0, occupation is Prof-specialty, fnlwgt is 176983, education is Some-college, marital-status is Married-civ-spouse, education-num is 10, relationship is Husband, age is 52, native-country is United-states, sex is Male, hours-per-week is 50, race is White, workclass is Private, capital-loss is 0
income is <=50k, capital-gain is 0, hours-per-week is 40, education-num is 10, sex is Female, relationship is Unmarried, occupation is Tech-support, education is Some-college, capital-loss is 0, native-country is United-states, marital-status is Divorced, workclass is Private, fnlwgt is 250639, age is 48, race is White
income is <=50k, capital-gain is 0, sex is Female, workclass is Private, education is Hs-grad, occupation is Exec-managerial, fnlwgt is 109482, education-num is 9, race is White, native-country is United-states, relationship is Not-in-family, capital-loss is 0, age is 27, marital-status is Never-married, hours-per-week is 40
income is <=50k, capital-gain is 0, hours-per-week is 40, native-country is United-states, workclass is Private, education-num is 9, capital-loss is 0, age is 24, occupation is Other-service, sex is Male, marital-status is Never-married, education is Hs-grad, race is White, relationship is Own-child, fnlwgt is 181655
income is >50k, hours-per-week is 40, age is 57, education-num is 13, capital-loss is 0, native-country is United-states, marital-status is Married-civ-spouse, capital-gain is 0, occupation is Prof-specialty, fnlwgt is 292465, sex is Male, workclass is Local-gov, education is Bachelors, race is White, relationship is Husband
income is <=50k, capital-gain is 0, workclass is Private, occupation is Craft-repair, fnlwgt is 57540, hours-per-week is 40, marital-status is Married-civ-spouse, race is White, education is Hs-grad, capital-loss is 0, age is 41, relationship is Husband, education-num is 9, native-country is United-states, sex is Male
income is <=50k, occupation is Adm-clerical, education is Some-college, age is 24, fnlwgt is 165070, hours-per-week is 40, education-num is 10, capital-loss is 0, native-country is United-states, marital-status is Never-married, sex is Female, capital-gain is 0, relationship is Own-child, workclass is Private, race is White
income is >50k, capital-gain is 0, age is 44, education is Bachelors, race is White, marital-status is Married-civ-spouse, occupation is Sales, workclass is Private, fnlwgt is 193882, relationship is Husband, capital-loss is 0, education-num is 13, hours-per-week is 60, native-country is United-states, sex is Male
income is <=50k, hours-per-week is 40, capital-loss is 0, occupation is Craft-repair, race is White, age is 27, relationship is Husband, fnlwgt is 218417, workclass is Private, capital-gain is 0, education is Bachelors, native-country is United-states, education-num is 13, sex is Male, marital-status is Married-civ-spouse
income is <=50k, capital-loss is 0, fnlwgt is 186172, capital-gain is 0, age is 25, native-country is United-states, education-num is 11, hours-per-week is 40, sex is Male, education is Assoc-voc, workclass is Private, race is White, occupation is Adm-clerical, relationship is Own-child, marital-status is Never-married
income is <=50k, capital-gain is 0, education is Assoc-acdm, fnlwgt is 187675, age is 26, marital-status is Never-married, native-country is United-states, relationship is Not-in-family, sex is Male, occupation is Machine-op-inspct, race is White, education-num is 12, workclass is Private, hours-per-week is 40, capital-loss is 0
income is <=50k, occupation is Sales, native-country is United-states, education is Hs-grad, capital-gain is 0, fnlwgt is 117767, sex is Male, hours-per-week is 52, workclass is Private, marital-status is Married-civ-spouse, capital-loss is 0, age is 29, education-num is 9, relationship is Husband, race is White
income is <=50k, hours-per-week is 40, fnlwgt is 105866, education-num is 9, education is Hs-grad, sex is Female, native-country is United-states, marital-status is Separated, capital-gain is 0, capital-loss is 0, workclass is Private, age is 44, race is White, occupation is Adm-clerical, relationship is Unmarried
income is >50k, capital-gain is 0, race is White, education-num is 14, marital-status is Married-civ-spouse, sex is Male, native-country is United-states, capital-loss is 0, age is 41, hours-per-week is 60, workclass is Self-emp-not-inc, fnlwgt is 383355, occupation is Prof-specialty, education is Masters, relationship is Husband
income is <=50k, capital-gain is 0, fnlwgt is 142717, education-num is 11, native-country is United-states, education is Assoc-voc, occupation is Adm-clerical, capital-loss is 0, hours-per-week is 44, workclass is Private, sex is Female, marital-status is Never-married, relationship is Not-in-family, race is White, age is 29
income is <=50k, sex is Female, marital-status is Divorced, relationship is Unmarried, race is White, workclass is Private, capital-gain is 0, native-country is United-states, hours-per-week is 43, fnlwgt is 103332, education is Hs-grad, capital-loss is 0, education-num is 9, age is 50, occupation is Adm-clerical
income is <=50k, hours-per-week is 40, education-num is 5, occupation is Other-service, capital-gain is 0, relationship is Husband, race is White, education is 9th, capital-loss is 0, marital-status is Married-civ-spouse, workclass is Private, native-country is United-states, fnlwgt is 247546, age is 30, sex is Male
income is <=50k, occupation is Adm-clerical, age is 24, native-country is United-states, relationship is Own-child, marital-status is Never-married, capital-gain is 0, fnlwgt is 594187, capital-loss is 0, sex is Male, education-num is 10, workclass is Private, race is White, education is Some-college, hours-per-week is 40
income is <=50k, hours-per-week is 40, sex is Female, capital-loss is 0, capital-gain is 0, workclass is Private, education-num is 10, native-country is United-states, marital-status is Never-married, occupation is Other-service, fnlwgt is 188436, race is White, education is Some-college, age is 30, relationship is Not-in-family
income is <=50k, education-num is 10, education is Some-college, native-country is United-states, capital-gain is 0, age is 54, occupation is Tech-support, fnlwgt is 177987, capital-loss is 0, marital-status is Married-civ-spouse, relationship is Husband, workclass is Private, sex is Male, race is White, hours-per-week is 40
income is <=50k, relationship is Unmarried, occupation is Prof-specialty, capital-gain is 0, hours-per-week is 50, capital-loss is 0, education-num is 11, education is Assoc-voc, native-country is United-states, workclass is Private, race is White, age is 42, sex is Female, marital-status is Divorced, fnlwgt is 98116
income is <=50k, education is Some-college, marital-status is Married-civ-spouse, sex is Male, capital-gain is 0, native-country is United-states, fnlwgt is 377798, occupation is Exec-managerial, workclass is Self-emp-not-inc, relationship is Husband, hours-per-week is 40, education-num is 10, race is White, age is 44
income is <=50k, capital-gain is 0, fnlwgt is 254221, marital-status is Married-civ-spouse, native-country is United-states, workclass is Private, capital-loss is 0, occupation is Exec-managerial, relationship is Wife, education-num is 10, education is Some-college, age is 27, hours-per-week is 40, sex is Female, race is White
income is <=50k, occupation is Sales, sex is Male, education-num is 9, native-country is United-states, education is Hs-grad, capital-gain is 0, hours-per-week is 48, marital-status is Married-civ-spouse, age is 32, capital-loss is 0, workclass is Private, relationship is Husband, race is White, fnlwgt is 250827
