income,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
>50k,46,Private,961910,Masters,3,Widowed,Craft-repair,Husband,Amer-indian-eskimo,Male,0,0,59,Mexico
<=50k,46,Private,361795,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,54,Mexico
>50k,61,Private,157738,Hs-grad,7,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,59,United-states
<=50k,56,Private,181628,Assoc-voc,14,Divorced,Exec-managerial,Not-in-family,Other,Male,0,0,40,Puerto-rico
>50k,45,Self-emp-not-inc,324128,Some-college,8,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,91,United-states
<=50k,46,Self-emp-not-inc,170476,Some-college,7,Never-married,Exec-managerial,Husband,Amer-indian-eskimo,Female,0,0,54,Mexico
>50k,61,Private,157738,11th,2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany
>50k,42,Self-emp-not-inc,195617,Assoc-voc,7,Never-married,Prof-specialty,Husband,White,Male,0,0,54,Germany
>50k,56,Self-emp-not-inc,42923,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,54,Philippines
<=50k,46,Private,157743,Hs-grad,5,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Nicaragua
<=50k,46,Private,168527,Some-college,9,Never-married,Prof-specialty,Not-in-family,Asian-pac-islander,Female,0,0,40,Germany
<=50k,46,Self-emp-not-inc,97644,Some-college,6,Never-married,Prof-specialty,Not-in-family,Asian-pac-islander,Male,0,3195,59,Mexico
>50k,37,Private,263178,Prof-school,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,11,Mexico
<=50k,47,Private,193752,Some-college,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,11,United-states
<=50k,19,Self-emp-not-inc,105032,11th,15,Never-married,Exec-managerial,Husband,Other,Female,0,0,30,Germany
<=50k,46,Private,185243,Some-college,9,Separated,Exec-managerial,Unmarried,Amer-indian-eskimo,Female,0,0,66,Mexico
>50k,56,Private,193748,Assoc-voc,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,41,Mexico
<=50k,46,Self-emp-not-inc,146926,10th,3,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,35,Mexico
<=50k,46,Private,201312,Hs-grad,9,Married-civ-spouse,Sales,Not-in-family,Amer-indian-eskimo,Male,0,0,40,Mexico
>50k,19,Self-emp-not-inc,226038,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,Mexico
<=50k,46,Private,195625,11th,7,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,35,Germany
>50k,52,Self-emp-not-inc,144236,10th,5,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Female,0,0,40,United-states
>50k,47,Private,193748,Masters,3,Widowed,Prof-specialty,Wife,Asian-pac-islander,Male,0,0,40,Mexico
<=50k,90,Self-emp-not-inc,203356,Assoc-voc,7,Divorced,Other-service,Not-in-family,White,Male,0,0,79,Germany
>50k,69,Private,185239,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany
>50k,85,Self-emp-not-inc,181620,Hs-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,Mexico
<=50k,25,Self-emp-not-inc,201308,Some-college,3,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-states
<=50k,46,Private,157743,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Female,0,0,50,Mexico
<=50k,40,Private,123853,9th,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,78,Mexico
>50k,55,Self-emp-not-inc,48134,Doctorate,5,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,Canada
>50k,42,Private,195620,Some-college,7,Never-married,Prof-specialty,Wife,Black,Male,0,0,54,Germany
<=50k,61,Private,129566,9th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,Germany
>50k,25,Self-emp-not-inc,219354,Some-college,5,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,40,Germany
<=50k,74,Self-emp-not-inc,157733,11th,3,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,6,Germany
<=50k,61,Private,185244,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,Mexico
<=50k,46,Self-emp-not-inc,144238,Bachelors,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,201,0,27,Mexico
>50k,28,Private,962040,Assoc-acdm,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,59,Canada
<=50k,42,Private,195624,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Canada
<=50k,42,Self-emp-not-inc,75399,Some-college,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,21,Mexico
<=50k,85,Self-emp-not-inc,174609,Doctorate,15,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0,0,40,Mexico
>50k,61,Self-emp-not-inc,32324,9th,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,59,Mexico
>50k,19,Self-emp-not-inc,157735,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Germany
<=50k,28,Self-emp-not-inc,94053,Hs-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,16,Mexico
<=50k,42,Self-emp-not-inc,391356,10th,7,Never-married,Prof-specialty,Husband,White,Female,0,0,67,Germany
<=50k,55,Private,258020,Hs-grad,10,Married-civ-spouse,Prof-specialty,Wife,Amer-indian-eskimo,Male,0,1221,50,Germany
<=50k,42,Self-emp-not-inc,195620,Assoc-voc,7,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,0,0,78,Germany
<=50k,21,Private,75419,Some-college,6,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,0,0,40,Mexico
<=50k,19,Self-emp-not-inc,69968,Hs-grad,9,Never-married,Prof-specialty,Husband,Black,Female,0,0,10,El-salvador
<=50k,39,Self-emp-not-inc,253300,Hs-grad,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,Mexico
<=50k,74,Private,157740,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
<=50k,42,Self-emp-not-inc,162298,9th,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-states
>50k,50,Local-gov,114603,Some-college,7,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-states
<=50k,46,Private,123851,Masters,6,Never-married,Adm-clerical,Husband,White,Male,0,0,16,Mexico
<=50k,41,Self-emp-not-inc,157735,Some-college,8,Never-married,Exec-managerial,Husband,White,Male,0,0,86,Mexico
>50k,85,Private,121216,11th,7,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0,0,40,United-states
>50k,19,Private,144243,9th,5,Never-married,Prof-specialty,Not-in-family,White,Female,0,4329,67,Mexico
>50k,20,Self-emp-not-inc,195620,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,4,Mexico
<=50k,46,Private,109891,Some-college,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,54,Mexico
<=50k,47,Self-emp-not-inc,193747,Hs-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-states
<=50k,46,Private,203360,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
<=50k,50,Private,57680,Hs-grad,10,Separated,Prof-specialty,Husband,White,Female,0,0,40,Mexico
<=50k,28,Private,121222,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-states
>50k,56,Self-emp-not-inc,144236,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,73,Mexico
<=50k,61,Private,32334,Doctorate,9,Widowed,Exec-managerial,Wife,White,Female,0,0,40,Mexico
>50k,19,Private,129564,Masters,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,79,Mexico
<=50k,46,Private,195625,Hs-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,59,Mexico
<=50k,29,Self-emp-not-inc,38228,Assoc-voc,16,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,52,Mexico
>50k,31,Private,168526,11th,6,Never-married,Prof-specialty,Husband,White,Female,0,0,54,Mexico
>50k,47,Private,38230,Some-college,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,79,Germany
<=50k,42,Private,195624,10th,3,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,11,United-states
>50k,36,Self-emp-not-inc,168521,Assoc-voc,7,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany
>50k,61,Self-emp-not-inc,160146,Hs-grad,6,Widowed,Adm-clerical,Wife,White,Female,0,1389,86,Mexico
<=50k,59,Private,168527,Hs-grad,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,54,Germany
<=50k,42,Private,35094,Masters,10,Never-married,Exec-managerial,Own-child,Other,Male,0,0,54,Mexico
>50k,46,Self-emp-not-inc,144235,Hs-grad,7,Never-married,Exec-managerial,Other-relative,White,Male,0,0,36,Puerto-rico
<=50k,35,Private,193751,9th,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,El-salvador
<=50k,61,Self-emp-not-inc,69966,Hs-grad,9,Separated,Exec-managerial,Husband,Black,Male,0,0,66,?
<=50k,61,Self-emp-not-inc,32328,10th,6,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Mexico
>50k,31,Private,195624,Some-college,8,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,76,Mexico
>50k,52,Private,144240,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,61,Mexico
<=50k,53,Private,361797,Assoc-voc,9,Never-married,Exec-managerial,Wife,White,Male,0,0,40,United-states
<=50k,61,Private,222777,Some-college,8,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,78,United-states
<=50k,33,Private,129569,11th,3,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,54,Germany
<=50k,61,Self-emp-not-inc,75403,Masters,8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,63,Germany
>50k,80,Self-emp-not-inc,69958,Some-college,7,Never-married,Prof-specialty,Husband,White,Female,0,0,79,Mexico
<=50k,32,Private,157748,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-states
>50k,33,Self-emp-not-inc,85336,Some-college,7,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,40,Mexico
>50k,76,?,38250,Hs-grad,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,31,United-states
<=50k,46,Self-emp-not-inc,75401,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,56,Private,152241,Some-college,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,31,Germany
>50k,46,Self-emp-not-inc,42921,Some-college,7,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,34,Mexico
>50k,80,Private,174611,Some-college,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,Mexico
>50k,42,Private,157735,Hs-grad,1,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,16,Mexico
<=50k,47,?,170494,Assoc-voc,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-states
<=50k,31,Private,146938,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,953,0,52,United-states
>50k,46,Private,375010,11th,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,10,El-salvador
>50k,85,Self-emp-not-inc,280352,Hs-grad,10,Widowed,Adm-clerical,Not-in-family,Black,Male,0,0,45,?
<=50k,69,Self-emp-not-inc,195620,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Mexico
<=50k,36,Self-emp-not-inc,80534,Some-college,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Mexico
<=50k,46,Private,35097,Masters,9,Never-married,Exec-managerial,Husband,White,Female,0,0,40,Mexico
>50k,37,Self-emp-not-inc,126565,Some-college,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,54,Mexico
<=50k,42,Self-emp-not-inc,203354,Some-college,5,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
>50k,19,Local-gov,185238,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,79,Mexico
<=50k,46,Self-emp-not-inc,222768,Some-college,3,Widowed,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,0,0,35,?
<=50k,25,Self-emp-not-inc,195621,Masters,3,Widowed,Adm-clerical,Husband,Black,Female,59497,0,30,Germany
<=50k,19,Private,174616,Hs-grad,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico
<=50k,19,Private,144248,Bachelors,8,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,?
>50k,38,Self-emp-not-inc,187011,Some-college,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,1092,0,28,Germany
<=50k,42,Private,253308,Some-college,7,Never-married,Prof-specialty,Not-in-family,Asian-pac-islander,Male,0,0,54,United-states
<=50k,47,Self-emp-not-inc,129558,Hs-grad,3,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,43,Germany
<=50k,46,Self-emp-not-inc,52673,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,59,Mexico
<=50k,28,Self-emp-not-inc,38229,Some-college,10,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,55,Mexico
>50k,83,Private,42936,Some-college,5,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,31,United-states
<=50k,48,Self-emp-not-inc,210753,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,34,Mexico
<=50k,42,Private,193750,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,27,Germany
<=50k,42,Private,32331,Some-college,13,Never-married,Craft-repair,Husband,Black,Female,0,0,40,?
>50k,61,Self-emp-not-inc,185237,9th,5,Never-married,Prof-specialty,Husband,Black,Male,0,0,40,Mexico
<=50k,56,Self-emp-not-inc,32327,Hs-grad,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,60,Germany
>50k,46,Self-emp-not-inc,126566,Doctorate,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,Mexico
>50k,42,Self-emp-not-inc,48133,9th,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,Canada
<=50k,28,Private,197517,Some-college,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,78,Mexico
<=50k,36,Self-emp-not-inc,69967,Some-college,3,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
<=50k,21,Self-emp-not-inc,157737,Some-college,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,891,0,40,Mexico
>50k,46,Private,195621,Assoc-voc,7,Married-spouse-absent,Prof-specialty,Other-relative,Asian-pac-islander,Female,0,0,27,Mexico
>50k,25,Self-emp-not-inc,48138,9th,7,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,?
<=50k,63,Private,157745,11th,10,Widowed,Exec-managerial,Husband,White,Female,0,0,40,Mexico
<=50k,25,Self-emp-not-inc,208300,Some-college,7,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-indian-eskimo,Male,3456,0,54,United-states
<=50k,63,Self-emp-not-inc,187013,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,47,Germany
>50k,42,Self-emp-not-inc,32322,Hs-grad,3,Married-civ-spouse,Craft-repair,Husband,Asian-pac-islander,Male,0,0,45,United-states
>50k,30,Private,132663,Some-college,15,Separated,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,40,Mexico
<=50k,61,Self-emp-not-inc,195621,Hs-grad,8,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,16,Germany
>50k,46,Private,94054,Some-college,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,54,Mexico
<=50k,47,Private,154943,Hs-grad,3,Separated,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,40,Mexico
<=50k,46,Private,32334,Some-college,3,Married-civ-spouse,Prof-specialty,Husband,Asian-pac-islander,Male,0,0,35,United-states
>50k,31,Private,157742,Some-college,5,Married-civ-spouse,Sales,Unmarried,White,Female,890,0,35,Mexico
<=50k,56,Private,32334,Masters,10,Never-married,Prof-specialty,Not-in-family,White,Male,72881,0,59,United-states
>50k,47,Self-emp-not-inc,195618,Masters,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,6,United-states
>50k,65,Self-emp-not-inc,263172,Some-college,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,246,0,45,Germany
>50k,46,Self-emp-not-inc,185236,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,Asian-pac-islander,Female,0,0,11,Mexico
<=50k,62,Private,19755,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,36,Mexico
<=50k,28,Self-emp-not-inc,94053,Hs-grad,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,44,Mexico
>50k,64,Self-emp-not-inc,195620,Some-college,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Mexico
<=50k,47,Private,121222,Some-college,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,36,Mexico
<=50k,52,Self-emp-not-inc,157737,Assoc-voc,6,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Female,0,0,47,Mexico
<=50k,61,Private,38237,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Male,0,0,65,Canada
<=50k,46,Private,144244,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,45,Germany
>50k,44,Private,141604,Some-college,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,54,United-states
>50k,35,Self-emp-not-inc,32322,Hs-grad,16,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,Germany
<=50k,46,Self-emp-not-inc,75401,Some-college,9,Married-af-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,42,Private,197515,Assoc-voc,7,Never-married,Prof-specialty,Husband,Other,Male,0,0,55,United-states
<=50k,47,Private,258022,Some-college,9,Never-married,Prof-specialty,Husband,White,Male,0,0,54,Mexico
>50k,53,Self-emp-not-inc,69958,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,4161,59,Germany
<=50k,46,Self-emp-not-inc,80532,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,59,Mexico
>50k,47,Private,258013,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,99,Germany
>50k,19,Self-emp-not-inc,195620,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,11,United-states
<=50k,46,Private,123851,Bachelors,2,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,36,Self-emp-not-inc,157737,Some-college,3,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Mexico
<=50k,46,Private,185243,Some-college,9,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,42,Germany
<=50k,46,Private,177779,Some-college,7,Never-married,Exec-managerial,Wife,White,Male,0,0,40,Germany
>50k,46,State-gov,146922,Some-college,10,Separated,Exec-managerial,Not-in-family,Amer-indian-eskimo,Male,0,0,40,Mexico
<=50k,42,Private,258018,Hs-grad,10,Separated,Exec-managerial,Husband,White,Male,0,0,59,Mexico
<=50k,61,Private,162305,Some-college,7,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,4329,45,United-states
>50k,46,Self-emp-not-inc,195618,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,Mexico
<=50k,73,Self-emp-not-inc,57652,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,54,United-states
<=50k,61,Self-emp-not-inc,162300,9th,7,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0,0,35,United-states
<=50k,42,Private,963155,Some-college,8,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,35,Mexico
<=50k,56,Self-emp-not-inc,69965,9th,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,54,Mexico
>50k,46,Self-emp-not-inc,236665,Some-college,13,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,Mexico
>50k,46,Self-emp-not-inc,195618,Assoc-voc,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,1557,16,Mexico
<=50k,42,Private,157741,Some-college,7,Never-married,Prof-specialty,Husband,White,Female,0,0,54,United-states
>50k,20,Self-emp-not-inc,195620,Hs-grad,7,Widowed,Exec-managerial,Not-in-family,Black,Male,0,0,10,Mexico
>50k,61,Self-emp-not-inc,195619,Hs-grad,6,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,Germany
>50k,61,Private,146928,Hs-grad,5,Never-married,Prof-specialty,Husband,Black,Male,0,0,40,United-states
<=50k,20,Private,185246,Some-college,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,59,Mexico
>50k,74,?,185249,Masters,5,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-states
<=50k,61,Self-emp-not-inc,94053,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
>50k,45,Self-emp-not-inc,144234,Hs-grad,7,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-states
<=50k,44,Self-emp-not-inc,38225,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,175,0,40,Germany
>50k,63,Private,146929,Doctorate,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,0,32,Mexico
<=50k,61,Private,116731,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,Mexico
>50k,46,Self-emp-not-inc,129553,Assoc-voc,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,45,Mexico
>50k,34,Private,157739,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Amer-indian-eskimo,Male,0,0,59,Canada
>50k,85,Private,185239,Some-college,12,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,0,29,Mexico
<=50k,20,Private,195628,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
<=50k,46,Private,146933,Some-college,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-states
>50k,46,Private,32328,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-states
<=50k,66,Private,121224,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-pac-islander,Male,0,0,50,China
<=50k,61,Private,114609,Some-college,9,Widowed,Exec-managerial,Husband,White,Female,0,0,40,Mexico
>50k,48,Self-emp-not-inc,157734,Hs-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,30,Mexico
>50k,61,Private,69968,Some-college,11,Never-married,Sales,Husband,Black,Male,0,0,43,Mexico
<=50k,38,Private,197517,Some-college,3,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-pac-islander,Female,0,0,54,Mexico
