income,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
>50k,55,Self-emp-not-inc,48139,Doctorate,5,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,Canada
>50k,19,Private,195627,Some-college,7,Never-married,Prof-specialty,Wife,Black,Male,0,0,54,Germany
<=50k,61,Private,129571,9th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,Germany
>50k,25,Self-emp-not-inc,219357,Some-college,5,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,40,Germany
<=50k,74,Self-emp-not-inc,157736,11th,3,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,6,Germany
<=50k,61,Private,121226,11th,2,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,Mexico
<=50k,46,Self-emp-not-inc,144241,Bachelors,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,201,0,27,Mexico
>50k,28,Private,963914,Assoc-acdm,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,59,Canada
<=50k,42,Private,195627,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Canada
<=50k,42,Self-emp-not-inc,75405,Some-college,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,21,Mexico
<=50k,85,Self-emp-not-inc,174611,Doctorate,15,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0,0,59,Mexico
>50k,61,Self-emp-not-inc,32327,9th,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,59,Mexico
>50k,19,Self-emp-not-inc,157738,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Germany
<=50k,28,Self-emp-not-inc,94058,Hs-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,16,Mexico
<=50k,42,Self-emp-not-inc,391378,10th,7,Never-married,Prof-specialty,Husband,White,Female,0,0,67,Germany
<=50k,55,Private,258027,Hs-grad,10,Married-civ-spouse,Prof-specialty,Wife,Amer-indian-eskimo,Male,0,1221,50,Germany
<=50k,42,Self-emp-not-inc,195622,Assoc-voc,7,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,0,0,78,Germany
<=50k,21,Private,75428,Some-college,6,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,0,0,40,Mexico
<=50k,19,Self-emp-not-inc,69975,Hs-grad,9,Never-married,Prof-specialty,Husband,Black,Female,0,0,10,El-salvador
<=50k,39,Self-emp-not-inc,253306,Hs-grad,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,Mexico
<=50k,74,Private,157745,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
<=50k,42,Self-emp-not-inc,162300,9th,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-states
>50k,50,Local-gov,114606,Some-college,1,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Mexico
<=50k,46,Private,123856,Masters,6,Never-married,Adm-clerical,Husband,White,Male,0,0,16,Mexico
<=50k,41,Self-emp-not-inc,157738,Some-college,8,Never-married,Exec-managerial,Husband,White,Male,0,0,86,Mexico
>50k,85,Private,121221,11th,7,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0,0,40,United-states
>50k,19,Private,144247,9th,5,Never-married,Prof-specialty,Not-in-family,White,Female,0,4330,67,Mexico
>50k,20,Self-emp-not-inc,195622,Some-college,9,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,0,0,4,Mexico
>50k,46,Private,109891,Some-college,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,54,Mexico
<=50k,47,Self-emp-not-inc,193750,Hs-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-states
<=50k,46,Private,32338,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
<=50k,50,Private,57690,Hs-grad,10,Separated,Prof-specialty,Husband,White,Female,0,0,40,Mexico
<=50k,28,Private,121226,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-states
>50k,56,Self-emp-not-inc,144238,Some-college,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,73,Mexico
<=50k,61,Self-emp-not-inc,32331,Doctorate,9,Widowed,Exec-managerial,Wife,White,Female,0,0,40,Mexico
>50k,19,Private,129569,Masters,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,79,Mexico
<=50k,46,Private,195628,Hs-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,59,Mexico
<=50k,29,Self-emp-not-inc,114606,Assoc-voc,16,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,52,Mexico
>50k,31,Private,168529,11th,6,Never-married,Prof-specialty,Husband,White,Female,0,0,54,Mexico
>50k,47,Private,38236,Some-college,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,79,Germany
<=50k,90,Private,195630,10th,3,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-states
>50k,36,Self-emp-not-inc,168523,Assoc-voc,7,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany
>50k,61,Self-emp-not-inc,160148,Hs-grad,6,Widowed,Adm-clerical,Wife,White,Female,0,1389,4,Mexico
<=50k,59,Private,168529,Hs-grad,1,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,54,Germany
<=50k,42,Private,35099,Masters,10,Never-married,Exec-managerial,Own-child,Other,Male,0,0,54,Mexico
>50k,46,Self-emp-not-inc,144238,Hs-grad,7,Never-married,Exec-managerial,Other-relative,White,Male,0,0,36,Puerto-rico
<=50k,35,Self-emp-not-inc,123847,9th,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,El-salvador
<=50k,61,Self-emp-not-inc,69973,Hs-grad,9,Separated,Exec-managerial,Husband,Black,Male,0,0,66,?
>50k,61,Self-emp-not-inc,32327,10th,6,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Philippines
>50k,31,Private,195627,Some-college,8,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,76,Mexico
>50k,52,Private,144244,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,61,Mexico
<=50k,53,Private,361818,Assoc-voc,10,Never-married,Exec-managerial,Wife,White,Male,0,0,40,United-states
<=50k,61,Private,222783,Some-college,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,4,United-states
<=50k,33,Private,174618,11th,3,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,54,Germany
<=50k,61,Self-emp-not-inc,75410,Masters,8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,59,Germany
>50k,80,Self-emp-not-inc,69964,Some-college,7,Never-married,Prof-specialty,Husband,White,Female,0,0,79,Mexico
<=50k,32,Private,157754,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-states
>50k,33,Self-emp-not-inc,85342,Some-college,7,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,40,Mexico
>50k,76,?,32350,Hs-grad,1,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,31,United-states
<=50k,46,Self-emp-not-inc,75408,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico
>50k,56,Private,152246,Some-college,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,31,Germany
>50k,46,Self-emp-not-inc,42928,Some-college,4,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,34,Mexico
>50k,80,Private,174613,Some-college,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,Mexico
>50k,42,Private,157740,Hs-grad,1,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,16,Mexico
<=50k,47,?,170498,Assoc-voc,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-states
<=50k,46,Private,146938,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,953,0,52,United-states
>50k,46,Private,244696,11th,12,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,10,El-salvador
>50k,85,Self-emp-not-inc,280359,Hs-grad,8,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,45,?
<=50k,69,Self-emp-not-inc,195622,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Mexico
<=50k,36,Self-emp-not-inc,80541,Some-college,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Mexico
<=50k,46,Private,35101,Masters,9,Never-married,Exec-managerial,Husband,White,Female,0,0,40,Mexico
>50k,37,Self-emp-not-inc,126568,Some-college,5,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,45,Mexico
<=50k,42,Self-emp-not-inc,203357,Some-college,5,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
>50k,19,Local-gov,185240,Some-college,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,79,Mexico
<=50k,46,Self-emp-not-inc,222772,Some-college,3,Widowed,Exec-managerial,Not-in-family,Amer-indian-eskimo,Female,0,0,35,?
<=50k,25,Self-emp-not-inc,195624,Masters,3,Widowed,Adm-clerical,Husband,Black,Female,59496,0,30,Germany
<=50k,19,Private,174618,Hs-grad,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico
>50k,19,Private,144247,Bachelors,8,Never-married,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,1179,50,?
>50k,38,Self-emp-not-inc,187013,Some-college,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,1092,0,28,Germany
<=50k,42,Private,253316,Some-college,7,Never-married,Prof-specialty,Not-in-family,Asian-pac-islander,Male,0,0,44,United-states
<=50k,47,Self-emp-not-inc,129562,Hs-grad,3,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,48,Germany
<=50k,46,Self-emp-not-inc,52679,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,59,Mexico
<=50k,28,Self-emp-not-inc,38233,Some-college,1,Never-married,Prof-specialty,Own-child,Amer-indian-eskimo,Female,0,0,56,Mexico
>50k,83,Private,42946,Some-college,5,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,31,United-states
<=50k,48,Self-emp-not-inc,210756,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,34,Mexico
<=50k,42,Private,253316,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,27,Germany
<=50k,42,Private,32336,Some-college,13,Never-married,Craft-repair,Husband,Black,Female,0,0,40,?
>50k,61,Self-emp-not-inc,185239,9th,10,Never-married,Prof-specialty,Husband,Black,Male,0,0,27,Mexico
<=50k,56,Self-emp-not-inc,32331,Hs-grad,1,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-pac-islander,Female,0,0,60,Germany
>50k,46,Self-emp-not-inc,126569,Doctorate,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,Mexico
>50k,42,Self-emp-not-inc,48138,9th,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,Canada
<=50k,25,Private,197521,Some-college,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,78,Mexico
<=50k,36,Self-emp-not-inc,69974,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
<=50k,21,Self-emp-not-inc,157741,Some-college,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,891,0,40,Mexico
>50k,46,Private,195625,Assoc-voc,7,Married-spouse-absent,Prof-specialty,Other-relative,Asian-pac-islander,Female,0,0,27,Mexico
>50k,61,Self-emp-not-inc,48142,9th,7,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,?
<=50k,63,Private,157750,11th,10,Widowed,Exec-managerial,Husband,White,Female,0,0,40,Mexico
<=50k,25,Self-emp-not-inc,208304,Some-college,7,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-indian-eskimo,Male,3456,0,54,United-states
<=50k,63,Self-emp-not-inc,187016,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,47,Germany
>50k,42,Self-emp-not-inc,32325,Hs-grad,3,Married-civ-spouse,Craft-repair,Husband,Asian-pac-islander,Male,0,0,45,United-states
>50k,30,Private,132668,Some-college,15,Separated,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,40,Mexico
<=50k,61,Self-emp-not-inc,195624,Hs-grad,8,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,16,Germany
>50k,46,Private,94061,Some-college,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,54,Mexico
<=50k,61,Private,154948,Hs-grad,3,Separated,Prof-specialty,Not-in-family,Amer-indian-eskimo,Female,0,0,40,Mexico
<=50k,46,Self-emp-not-inc,32330,Some-college,3,Married-civ-spouse,Prof-specialty,Unmarried,Asian-pac-islander,Female,0,0,35,United-states
>50k,61,Private,157743,Some-college,5,Married-civ-spouse,Sales,Unmarried,White,Female,890,0,35,Mexico
<=50k,56,Private,32339,Masters,10,Never-married,Prof-specialty,Not-in-family,White,Male,72886,0,59,United-states
>50k,75,Self-emp-not-inc,195619,Masters,7,Widowed,Craft-repair,Husband,White,Male,0,0,6,United-states
>50k,65,Self-emp-not-inc,263178,Some-college,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,246,0,45,Germany
>50k,46,Self-emp-not-inc,32326,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,Asian-pac-islander,Female,0,0,11,Mexico
<=50k,62,Private,19780,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,36,Mexico
<=50k,28,Self-emp-not-inc,94058,Hs-grad,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,44,Mexico
>50k,61,Self-emp-not-inc,195621,Some-college,1,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,55,Mexico
<=50k,47,Private,121227,Some-college,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,36,Mexico
<=50k,52,Self-emp-not-inc,157742,Assoc-voc,6,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Female,0,0,72,Mexico
<=50k,61,Private,85357,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-pac-islander,Male,0,0,32,Canada
<=50k,46,Private,144248,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,0,0,45,Germany
>50k,44,Private,141609,Some-college,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,54,United-states
>50k,35,Self-emp-not-inc,32325,Hs-grad,16,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,Germany
<=50k,46,Self-emp-not-inc,75408,Some-college,9,Married-af-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,42,Private,197518,Assoc-voc,7,Never-married,Prof-specialty,Husband,Other,Male,0,0,55,United-states
<=50k,47,Private,258030,Some-college,9,Never-married,Prof-specialty,Husband,White,Male,0,0,54,Mexico
>50k,53,Self-emp-not-inc,170476,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,4162,59,Germany
<=50k,46,Self-emp-not-inc,410365,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,59,Mexico
>50k,63,Private,258022,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,99,Germany
>50k,19,Self-emp-not-inc,195622,Some-college,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,11,United-states
<=50k,46,Private,123856,Bachelors,2,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,40,Mexico
<=50k,36,Self-emp-not-inc,157741,Some-college,3,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Mexico
<=50k,46,Private,185247,Some-college,9,Divorced,Prof-specialty,Own-child,Black,Male,0,0,42,Germany
<=50k,46,Private,177782,Some-college,7,Never-married,Exec-managerial,Wife,White,Male,0,0,40,Germany
>50k,46,State-gov,146927,Some-college,10,Separated,Exec-managerial,Not-in-family,Amer-indian-eskimo,Male,0,0,40,Mexico
<=50k,19,Private,258035,Hs-grad,10,Separated,Exec-managerial,Husband,White,Male,0,0,59,Mexico
<=50k,73,Private,162306,Some-college,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,4330,45,Mexico
>50k,46,Self-emp-not-inc,195620,Some-college,7,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Mexico
<=50k,73,Self-emp-not-inc,961871,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,54,United-states
<=50k,61,Self-emp-not-inc,162302,Masters,7,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0,0,35,United-states
<=50k,42,Private,964759,Some-college,8,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,78,Mexico
<=50k,74,Self-emp-not-inc,69964,9th,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,54,Mexico
>50k,46,Self-emp-not-inc,236669,Some-college,13,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,40,Mexico
>50k,46,Self-emp-not-inc,195620,Assoc-voc,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,507,16,Mexico
<=50k,61,Private,157749,Some-college,7,Never-married,Prof-specialty,Husband,White,Female,0,0,54,United-states
>50k,20,Self-emp-not-inc,195622,Hs-grad,5,Widowed,Exec-managerial,Not-in-family,Amer-indian-eskimo,Male,0,0,10,Mexico
>50k,61,Self-emp-not-inc,244687,Hs-grad,6,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,Germany
>50k,61,Private,146933,Hs-grad,5,Never-married,Prof-specialty,Husband,Black,Male,0,0,40,United-states
<=50k,20,Private,185249,Some-college,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,59,Mexico
>50k,74,?,185253,Masters,5,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,25,United-states
<=50k,61,Self-emp-not-inc,94059,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,Mexico
>50k,45,Self-emp-not-inc,144237,Hs-grad,12,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-states
<=50k,44,Self-emp-not-inc,38229,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,175,0,59,Germany
>50k,61,?,146951,Some-college,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,0,40,Mexico
<=50k,61,Private,116734,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,41,Mexico
>50k,46,Self-emp-not-inc,129557,Assoc-voc,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,45,Mexico
>50k,34,Private,157744,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Amer-indian-eskimo,Male,0,0,59,Canada
>50k,85,Private,185243,Some-college,12,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-indian-eskimo,Male,0,0,29,Mexico
<=50k,20,Private,195631,Some-college,1,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico
<=50k,46,Private,146938,Some-college,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,United-states
>50k,90,Private,32334,Some-college,7,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,59,United-states
<=50k,52,Private,121227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-pac-islander,Male,0,0,50,China
<=50k,61,Private,114613,Some-college,9,Widowed,Exec-managerial,Husband,White,Female,0,0,40,Mexico
>50k,48,Self-emp-not-inc,157737,Hs-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,30,Mexico
>50k,61,Private,69977,Some-college,11,Never-married,Sales,Husband,Black,Male,0,0,43,Mexico
<=50k,38,Private,197520,Some-college,3,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-pac-islander,Female,0,0,59,Mexico
