income,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
[UNK],46,Private,197674,Bachelors,7,[UNK],Exec-managerial,[UNK],[UNK],[UNK],0.0,0.0,10,Nicaragua
>50k,46,Private,144711,[UNK],3,[UNK],Exec-managerial,Husband,[UNK],[UNK],0.0,0.0,25,Philippines
<=50k,52,Self-emp-not-inc,112689,[UNK],2,[UNK],Craft-repair,Husband,[UNK],[UNK],0.0,0.0,50,?
<=50k,71,Self-emp-inc,105570,11th,3,Married-spouse-absent,Machine-op-inspct,Own-child,[UNK],[UNK],0.0,0.0,59,Mexico
[UNK],46,Private,85719,Masters,8,Married-civ-spouse,Adm-clerical,[UNK],[UNK],Female,0.0,0.0,54,?
[UNK],46,Private,149847,Hs-grad,2,[UNK],Adm-clerical,Unmarried,Black,[UNK],0.0,0.0,11,United-states
[UNK],46,Private,164651,Hs-grad,3,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,3,Philippines
[UNK],53,Private,63846,Hs-grad,3,[UNK],[UNK],[UNK],White,Female,0.0,0.0,37,?
[UNK],37,State-gov,103016,12th,3,[UNK],[UNK],Husband,Black,Female,0.0,0.0,25,Jamaica
[UNK],53,Self-emp-not-inc,199369,Masters,7,Married-civ-spouse,[UNK],Husband,[UNK],[UNK],0.0,0.0,40,India
[UNK],46,Local-gov,325373,7th-8th,5,[UNK],Other-service,Unmarried,[UNK],[UNK],0.0,0.0,16,Hungary
[UNK],63,Private,69823,Hs-grad,9,Never-married,Other-service,Husband,[UNK],[UNK],0.0,0.0,18,Philippines
[UNK],53,Private,176280,[UNK],4,[UNK],Priv-house-serv,Unmarried,[UNK],[UNK],3742.1642158539353,0.0,20,United-states
<=50k,58,Self-emp-not-inc,409148,Masters,10,[UNK],[UNK],[UNK],Other,[UNK],0.0,0.0,43,Philippines
[UNK],80,Private,98240,Some-college,3,Separated,Prof-specialty,[UNK],[UNK],[UNK],0.0,0.0,45,United-states
[UNK],60,Private,85714,[UNK],4,Married-civ-spouse,Adm-clerical,[UNK],Black,[UNK],0.0,0.0,20,Canada
[UNK],64,State-gov,225006,1st-4th,9,[UNK],Transport-moving,Husband,White,Male,0.0,0.0,30,United-states
[UNK],75,Private,115192,[UNK],10,Married-civ-spouse,[UNK],[UNK],[UNK],[UNK],0.0,1730.6657709616425,12,United-states
[UNK],46,State-gov,174642,[UNK],2,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,40,Trinadad&tobago
<=50k,68,Self-emp-not-inc,174632,Masters,8,Married-civ-spouse,Prof-specialty,Own-child,[UNK],Male,0.0,0.0,64,United-states
[UNK],22,?,85713,[UNK],10,[UNK],Adm-clerical,[UNK],[UNK],[UNK],0.0,0.0,29,Canada
[UNK],37,Local-gov,301237,7th-8th,2,Divorced,?,[UNK],[UNK],[UNK],0.0,0.0,11,United-states
>50k,19,Private,80999,Masters,4,Separated,[UNK],Other-relative,[UNK],[UNK],0.0,0.0,30,United-states
[UNK],46,Self-emp-inc,210222,Some-college,3,Separated,Prof-specialty,[UNK],[UNK],[UNK],4586.040746909038,0.0,45,Philippines
<=50k,25,?,48481,[UNK],2,[UNK],?,[UNK],White,[UNK],0.0,0.0,20,Yugoslavia
[UNK],46,?,121878,[UNK],14,[UNK],Tech-support,Husband,[UNK],Male,0.0,0.0,14,United-states
[UNK],46,Local-gov,301236,[UNK],7,[UNK],Craft-repair,Unmarried,[UNK],Male,0.0,0.0,21,Germany
[UNK],28,Private,168944,7th-8th,2,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,24,India
<=50k,50,[UNK],157499,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Own-child,[UNK],Male,0.0,0.0,37,Mexico
[UNK],59,Local-gov,97921,Some-college,7,Married-spouse-absent,Prof-specialty,Husband,Amer-indian-eskimo,Male,1550.7654770115553,0.0,43,Philippines
[UNK],71,Self-emp-not-inc,484719,Assoc-acdm,5,Separated,Sales,Not-in-family,[UNK],[UNK],0.0,2781.1995482760667,40,United-states
<=50k,44,Private,133078,Bachelors,5,[UNK],[UNK],[UNK],White,Male,0.0,0.0,58,United-states
<=50k,50,Private,147373,[UNK],1,[UNK],Prof-specialty,Husband,White,[UNK],0.0,344.733875502944,40,United-states
[UNK],24,Self-emp-not-inc,316769,12th,3,Married-af-spouse,Prof-specialty,Own-child,[UNK],Male,8439.30205807436,0.0,65,?
[UNK],20,Self-emp-inc,228387,[UNK],11,[UNK],[UNK],Other-relative,Amer-indian-eskimo,[UNK],0.0,0.0,43,England
<=50k,39,Self-emp-inc,29290,[UNK],2,Separated,[UNK],[UNK],[UNK],[UNK],0.0,0.0,46,United-states
[UNK],61,Private,103246,Some-college,6,[UNK],Prof-specialty,Husband,[UNK],[UNK],0.0,0.0,49,India
>50k,85,Self-emp-inc,85322,Assoc-voc,3,Married-civ-spouse,Prof-specialty,Wife,White,[UNK],0.0,0.0,83,India
<=50k,42,Never-worked,132750,Some-college,7,[UNK],Exec-managerial,[UNK],White,[UNK],0.0,0.0,3,India
[UNK],61,Self-emp-inc,157510,1st-4th,5,Married-civ-spouse,Exec-managerial,Other-relative,Asian-pac-islander,[UNK],0.0,0.0,14,United-states
<=50k,18,Private,94812,7th-8th,3,Married-spouse-absent,[UNK],[UNK],Amer-indian-eskimo,[UNK],0.0,0.0,8,Philippines
<=50k,46,[UNK],105559,Some-college,12,[UNK],Exec-managerial,Husband,White,[UNK],0.0,0.0,6,United-states
<=50k,22,Never-worked,177707,[UNK],6,Separated,Protective-serv,Husband,[UNK],[UNK],0.0,0.0,40,Dominican-republic
[UNK],53,Self-emp-not-inc,166695,Masters,2,Married-civ-spouse,Craft-repair,[UNK],Black,[UNK],0.0,0.0,27,Honduras
<=50k,50,[UNK],29280,[UNK],11,Never-married,Transport-moving,[UNK],Amer-indian-eskimo,[UNK],0.0,2193.1839991390707,35,Philippines
[UNK],77,Self-emp-not-inc,257954,Hs-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-indian-eskimo,[UNK],0.0,3369.4701414293054,59,Vietnam
>50k,46,Private,133087,[UNK],3,[UNK],[UNK],[UNK],Amer-indian-eskimo,[UNK],0.0,0.0,25,Philippines
[UNK],56,Self-emp-inc,119201,[UNK],8,[UNK],[UNK],Husband,Amer-indian-eskimo,[UNK],0.0,0.0,40,Philippines
<=50k,53,Self-emp-not-inc,232050,Masters,8,Widowed,Transport-moving,[UNK],White,[UNK],0.0,0.0,20,Philippines
<=50k,39,Self-emp-not-inc,286967,Masters,12,Married-af-spouse,Prof-specialty,Husband,White,[UNK],0.0,0.0,24,Mexico
[UNK],24,State-gov,177710,Bachelors,8,Married-civ-spouse,Tech-support,Husband,[UNK],Male,0.0,3117.194229786396,10,Holand-netherlands
[UNK],43,?,215785,11th,2,[UNK],Transport-moving,[UNK],White,[UNK],0.0,0.0,66,Philippines
<=50k,85,Self-emp-not-inc,157500,Hs-grad,9,Married-civ-spouse,[UNK],Husband,Black,[UNK],0.0,0.0,17,United-states
<=50k,79,Private,29681,11th,8,[UNK],[UNK],[UNK],White,[UNK],0.0,0.0,40,United-states
<=50k,50,Private,94812,[UNK],4,[UNK],Adm-clerical,[UNK],Black,Male,0.0,0.0,60,India
[UNK],76,Without-pay,168741,Bachelors,8,Never-married,Exec-managerial,Not-in-family,[UNK],Male,0.0,0.0,9,United-states
<=50k,85,Private,139296,[UNK],3,Married-spouse-absent,Other-service,Not-in-family,White,[UNK],1032.714335539083,0.0,60,United-states
<=50k,64,Private,149855,[UNK],4,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,1478.980668513179,48,China
<=50k,59,[UNK],157506,Some-college,7,Married-civ-spouse,Adm-clerical,[UNK],Asian-pac-islander,[UNK],0.0,0.0,22,Dominican-republic
[UNK],28,[UNK],47892,Masters,2,Widowed,Exec-managerial,[UNK],Asian-pac-islander,[UNK],0.0,0.0,30,India
[UNK],61,Self-emp-inc,293680,Hs-grad,8,Never-married,Prof-specialty,Other-relative,White,[UNK],787.5508725252866,0.0,25,Cambodia
<=50k,35,Private,157822,11th,5,Married-civ-spouse,Craft-repair,Own-child,[UNK],[UNK],4908.136712522483,0.0,3,Jamaica
<=50k,28,Private,193973,Bachelors,3,[UNK],[UNK],Own-child,[UNK],[UNK],2328.9851905683,0.0,6,Philippines
<=50k,39,Without-pay,177697,[UNK],1,Married-spouse-absent,Adm-clerical,Husband,[UNK],[UNK],0.0,0.0,48,Trinadad&tobago
<=50k,46,Local-gov,149596,Masters,4,[UNK],[UNK],Other-relative,[UNK],[UNK],0.0,0.0,47,United-states
<=50k,55,Private,98252,11th,11,[UNK],[UNK],Unmarried,Amer-indian-eskimo,[UNK],0.0,0.0,42,Italy
[UNK],42,Federal-gov,177705,Preschool,8,[UNK],[UNK],[UNK],Black,[UNK],0.0,0.0,7,Hong
<=50k,61,Private,32607,[UNK],2,[UNK],Exec-managerial,Wife,White,[UNK],0.0,0.0,12,United-states
[UNK],31,Private,232449,[UNK],5,[UNK],Transport-moving,[UNK],White,[UNK],0.0,0.0,16,Thailand
[UNK],39,Self-emp-inc,141822,Some-college,8,Divorced,Machine-op-inspct,[UNK],White,[UNK],0.0,0.0,59,Jamaica
[UNK],36,Private,57967,[UNK],9,Divorced,Craft-repair,[UNK],[UNK],[UNK],0.0,0.0,13,United-states
[UNK],35,Federal-gov,190331,[UNK],2,Married-civ-spouse,[UNK],Husband,[UNK],[UNK],0.0,2402.9020300114157,40,United-states
[UNK],71,Private,208086,[UNK],11,Separated,[UNK],Own-child,White,[UNK],3053.476255461017,0.0,66,Hungary
<=50k,73,?,80988,7th-8th,5,Separated,[UNK],[UNK],[UNK],[UNK],0.0,0.0,22,?
[UNK],40,Private,173056,12th,5,Divorced,[UNK],[UNK],[UNK],Female,2033.2252900485732,0.0,47,United-states
[UNK],36,?,115187,Bachelors,5,[UNK],[UNK],[UNK],[UNK],Female,0.0,0.0,13,United-states
[UNK],53,Local-gov,144439,7th-8th,8,Married-civ-spouse,Other-service,Wife,White,[UNK],96779.11072295862,0.0,20,?
<=50k,61,Local-gov,190323,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,[UNK],0.0,1604.6755543726686,10,?
[UNK],43,Self-emp-inc,221662,12th,3,Separated,Machine-op-inspct,[UNK],Asian-pac-islander,[UNK],0.0,0.0,14,Hong
<=50k,19,Federal-gov,52673,Bachelors,6,Married-civ-spouse,Prof-specialty,[UNK],Other,[UNK],0.0,0.0,60,United-states
[UNK],90,Local-gov,195598,Masters,7,[UNK],Transport-moving,[UNK],[UNK],Male,0.0,0.0,13,?
<=50k,58,Private,80993,Preschool,7,[UNK],Adm-clerical,[UNK],White,[UNK],0.0,0.0,40,?
<=50k,42,Without-pay,187035,Masters,6,[UNK],[UNK],Husband,[UNK],[UNK],0.0,0.0,25,United-states
[UNK],59,Private,85714,7th-8th,2,[UNK],Prof-specialty,Own-child,[UNK],Male,2328.380744860226,1603.4818679985403,15,?
[UNK],44,Private,117258,Assoc-acdm,8,[UNK],[UNK],[UNK],Amer-indian-eskimo,[UNK],0.0,0.0,24,United-states
<=50k,85,Private,232464,12th,2,Divorced,Adm-clerical,[UNK],White,[UNK],0.0,0.0,40,Jamaica
[UNK],59,?,108271,[UNK],2,Married-spouse-absent,[UNK],Husband,Amer-indian-eskimo,[UNK],0.0,0.0,17,?
<=50k,20,Self-emp-not-inc,185256,9th,6,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,72,South
[UNK],25,Private,190489,Hs-grad,8,[UNK],Priv-house-serv,[UNK],[UNK],[UNK],0.0,0.0,15,England
<=50k,86,[UNK],263562,Assoc-voc,3,[UNK],Tech-support,[UNK],[UNK],Male,0.0,0.0,32,South
[UNK],65,?,205732,12th,6,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,93,Philippines
<=50k,29,Private,166942,5th-6th,4,[UNK],Exec-managerial,[UNK],[UNK],[UNK],0.0,0.0,7,Trinadad&tobago
[UNK],35,Local-gov,139002,Some-college,10,Never-married,Exec-managerial,Husband,White,[UNK],0.0,0.0,8,Philippines
<=50k,71,?,115201,[UNK],5,[UNK],[UNK],Not-in-family,[UNK],[UNK],0.0,0.0,8,Philippines
[UNK],58,Private,75578,7th-8th,3,Separated,[UNK],[UNK],[UNK],[UNK],49145.25090552706,0.0,24,Mexico
<=50k,31,[UNK],157512,Hs-grad,8,Married-civ-spouse,Prof-specialty,Own-child,[UNK],Male,0.0,0.0,99,United-states
<=50k,50,Private,275886,[UNK],2,[UNK],[UNK],[UNK],Other,Male,0.0,0.0,47,Trinadad&tobago
[UNK],35,Private,63842,[UNK],5,[UNK],Other-service,[UNK],[UNK],[UNK],0.0,0.0,20,Taiwan
<=50k,66,?,75592,[UNK],5,[UNK],[UNK],Husband,[UNK],[UNK],0.0,0.0,40,United-states
[UNK],81,Local-gov,176123,Hs-grad,4,[UNK],[UNK],[UNK],[UNK],Male,2328.6651000869742,0.0,93,Philippines
<=50k,38,[UNK],63180,[UNK],6,[UNK],[UNK],Other-relative,[UNK],[UNK],0.0,0.0,57,Philippines
[UNK],75,Self-emp-not-inc,174634,11th,8,Separated,Sales,Husband,Black,[UNK],0.0,0.0,40,United-states
[UNK],33,Self-emp-not-inc,157509,Hs-grad,7,Married-civ-spouse,Other-service,Husband,White,[UNK],0.0,0.0,28,England
[UNK],89,Self-emp-inc,197476,Some-college,4,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,24,Canada
[UNK],25,?,302071,[UNK],2,[UNK],[UNK],Unmarried,[UNK],[UNK],0.0,2487.127615194917,30,El-salvador
[UNK],35,Local-gov,105563,Some-college,13,Divorced,Tech-support,Wife,[UNK],[UNK],0.0,0.0,40,Philippines
<=50k,66,Self-emp-not-inc,157506,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,15532.443248784502,0.0,40,United-states
<=50k,46,Private,48487,11th,5,[UNK],[UNK],[UNK],Other,[UNK],0.0,0.0,32,Puerto-rico
[UNK],51,Private,32598,[UNK],5,[UNK],Prof-specialty,Unmarried,[UNK],Male,0.0,0.0,72,Cuba
<=50k,53,Private,225353,[UNK],5,[UNK],[UNK],Husband,[UNK],[UNK],0.0,0.0,54,India
[UNK],58,Federal-gov,176127,Masters,3,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,45,Trinadad&tobago
<=50k,74,[UNK],89834,[UNK],15,Never-married,Exec-managerial,Unmarried,Amer-indian-eskimo,[UNK],0.0,0.0,30,[UNK]
[UNK],90,State-gov,157521,11th,4,Divorced,Armed-forces,Own-child,White,Female,0.0,0.0,13,South
<=50k,45,Local-gov,177699,Bachelors,10,Divorced,Prof-specialty,[UNK],[UNK],[UNK],0.0,0.0,14,United-states
<=50k,53,Private,85734,7th-8th,4,[UNK],Exec-managerial,Unmarried,[UNK],[UNK],0.0,0.0,21,Canada
<=50k,42,?,115196,[UNK],5,[UNK],[UNK],Husband,[UNK],Male,0.0,0.0,92,Puerto-rico
[UNK],75,Local-gov,157502,[UNK],1,Separated,Prof-specialty,[UNK],White,[UNK],0.0,0.0,70,Mexico
[UNK],50,State-gov,129652,[UNK],3,[UNK],Other-service,[UNK],Amer-indian-eskimo,[UNK],0.0,0.0,32,China
[UNK],41,Self-emp-not-inc,162159,[UNK],3,Never-married,[UNK],Husband,White,[UNK],0.0,0.0,59,Canada
>50k,71,[UNK],85300,Bachelors,5,[UNK],Adm-clerical,Not-in-family,Black,Male,0.0,0.0,44,United-states
<=50k,61,Private,174797,7th-8th,10,[UNK],Prof-specialty,[UNK],[UNK],[UNK],0.0,0.0,40,Yugoslavia
[UNK],27,Self-emp-not-inc,168742,Hs-grad,7,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-indian-eskimo,[UNK],0.0,0.0,40,Portugal
[UNK],69,Private,94798,[UNK],8,[UNK],[UNK],Unmarried,[UNK],[UNK],0.0,0.0,45,Outlying-us(guam-usvi-etc)
[UNK],31,Self-emp-not-inc,89852,11th,9,Separated,Sales,Husband,White,[UNK],0.0,0.0,22,Trinadad&tobago
[UNK],20,Private,197673,[UNK],4,[UNK],[UNK],Not-in-family,[UNK],[UNK],0.0,2151.0968161165715,45,India
[UNK],39,[UNK],157496,9th,3,[UNK],Adm-clerical,Own-child,[UNK],[UNK],0.0,0.0,40,United-states
<=50k,46,Federal-gov,100634,Some-college,15,Married-spouse-absent,Other-service,Husband,Asian-pac-islander,Male,0.0,0.0,74,Canada
[UNK],75,Private,136376,12th,3,[UNK],[UNK],[UNK],[UNK],Male,0.0,0.0,34,El-salvador
<=50k,46,Private,121886,[UNK],7,[UNK],[UNK],[UNK],[UNK],Male,4004.6944571770623,0.0,75,Peru
<=50k,61,[UNK],195594,[UNK],8,[UNK],Craft-repair,Not-in-family,[UNK],[UNK],0.0,0.0,40,Scotland
<=50k,50,State-gov,157515,[UNK],14,Divorced,Prof-specialty,[UNK],[UNK],[UNK],0.0,0.0,36,Mexico
<=50k,25,Never-worked,334332,Masters,6,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,40,Italy
<=50k,75,[UNK],309031,[UNK],9,[UNK],[UNK],[UNK],White,[UNK],0.0,2781.313587543965,85,?
[UNK],56,Private,248516,[UNK],2,Married-civ-spouse,[UNK],[UNK],[UNK],[UNK],1550.512773849946,0.0,10,Dominican-republic
>50k,51,Private,110705,Some-college,11,Divorced,[UNK],[UNK],[UNK],[UNK],0.0,0.0,59,United-states
<=50k,74,State-gov,157517,Hs-grad,1,Married-civ-spouse,Farming-fishing,[UNK],[UNK],[UNK],0.0,0.0,50,England
<=50k,39,[UNK],192023,1st-4th,5,[UNK],[UNK],Husband,[UNK],[UNK],4907.974069827723,0.0,12,Ecuador
[UNK],61,Local-gov,69187,[UNK],8,Married-civ-spouse,Transport-moving,[UNK],[UNK],[UNK],0.0,0.0,80,United-states
[UNK],56,Never-worked,174644,[UNK],2,[UNK],Protective-serv,Husband,Amer-indian-eskimo,[UNK],0.0,0.0,38,El-salvador
[UNK],79,Self-emp-inc,124128,Doctorate,3,[UNK],Transport-moving,Husband,[UNK],[UNK],0.0,0.0,35,Philippines
[UNK],46,Federal-gov,112693,10th,8,[UNK],Priv-house-serv,Other-relative,White,[UNK],0.0,0.0,54,Philippines
[UNK],46,Self-emp-not-inc,185258,Some-college,6,[UNK],[UNK],Not-in-family,[UNK],Female,0.0,0.0,50,Canada
>50k,61,Private,275907,Hs-grad,4,[UNK],Priv-house-serv,[UNK],[UNK],[UNK],0.0,2949.209618070125,23,United-states
[UNK],39,Private,258465,10th,3,[UNK],Transport-moving,[UNK],[UNK],[UNK],0.0,0.0,54,Columbia
<=50k,80,Private,157823,[UNK],2,Married-spouse-absent,[UNK],Husband,[UNK],[UNK],0.0,0.0,40,Philippines
[UNK],87,Local-gov,301234,Some-college,4,Separated,Tech-support,[UNK],Asian-pac-islander,Female,0.0,0.0,20,South
[UNK],66,State-gov,105578,Bachelors,10,Divorced,Prof-specialty,[UNK],[UNK],Male,0.0,0.0,37,United-states
[UNK],49,?,195791,Bachelors,3,[UNK],[UNK],Own-child,[UNK],[UNK],0.0,0.0,45,United-states
[UNK],39,[UNK],192021,7th-8th,4,Divorced,Exec-managerial,[UNK],[UNK],[UNK],0.0,0.0,57,Poland
[UNK],71,State-gov,287018,11th,7,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,14,South
[UNK],88,Private,155048,Some-college,3,Separated,Protective-serv,Husband,[UNK],[UNK],0.0,0.0,38,Hong
[UNK],50,Private,162392,[UNK],3,Married-af-spouse,Protective-serv,[UNK],Amer-indian-eskimo,[UNK],0.0,0.0,40,United-states
[UNK],55,Private,326357,[UNK],5,[UNK],[UNK],Husband,Asian-pac-islander,Female,3053.668914208068,0.0,40,Ireland
[UNK],90,[UNK],149597,[UNK],3,[UNK],Adm-clerical,Unmarried,[UNK],[UNK],2666.844317019387,0.0,27,Taiwan
[UNK],50,Private,168941,5th-6th,5,[UNK],Prof-specialty,[UNK],[UNK],[UNK],0.0,2361.0834776610136,20,Philippines
[UNK],35,Private,144695,Prof-school,14,[UNK],[UNK],[UNK],White,[UNK],3267.247226230584,0.0,20,Philippines
[UNK],56,Private,147366,Bachelors,2,Separated,[UNK],[UNK],[UNK],[UNK],0.0,0.0,98,Canada
[UNK],58,Without-pay,195592,[UNK],12,[UNK],Transport-moving,[UNK],[UNK],[UNK],0.0,0.0,50,United-states
[UNK],28,Private,110692,[UNK],5,[UNK],Prof-specialty,Other-relative,Asian-pac-islander,[UNK],0.0,0.0,8,Canada
<=50k,21,Self-emp-not-inc,152207,[UNK],16,[UNK],?,[UNK],[UNK],[UNK],0.0,0.0,11,Philippines
[UNK],60,Self-emp-inc,157511,[UNK],1,[UNK],Tech-support,[UNK],[UNK],[UNK],0.0,0.0,85,Mexico
[UNK],39,Private,105848,[UNK],2,[UNK],Prof-specialty,Other-relative,White,Male,0.0,0.0,6,El-salvador
[UNK],53,Self-emp-not-inc,164415,10th,5,Divorced,Transport-moving,Unmarried,[UNK],[UNK],0.0,0.0,21,Germany
>50k,53,Self-emp-inc,57541,Masters,2,Married-civ-spouse,Adm-clerical,[UNK],Amer-indian-eskimo,[UNK],0.0,1772.6642551064492,61,?
[UNK],46,Self-emp-not-inc,183463,Bachelors,1,[UNK],[UNK],[UNK],[UNK],Male,7369.619274215735,0.0,42,Puerto-rico
<=50k,28,State-gov,183472,[UNK],3,Married-af-spouse,[UNK],Unmarried,Amer-indian-eskimo,Male,0.0,0.0,14,Mexico
[UNK],77,Self-emp-inc,973991,Hs-grad,9,[UNK],Prof-specialty,Husband,[UNK],[UNK],0.0,0.0,24,Portugal
[UNK],79,Federal-gov,177709,[UNK],2,[UNK],Adm-clerical,Husband,[UNK],[UNK],0.0,0.0,13,United-states
<=50k,46,?,193973,[UNK],5,[UNK],Exec-managerial,[UNK],Asian-pac-islander,[UNK],0.0,0.0,40,Canada
[UNK],33,Private,197674,[UNK],10,Married-civ-spouse,[UNK],Own-child,White,Male,0.0,0.0,4,United-states
[UNK],28,[UNK],157502,11th,7,[UNK],Exec-managerial,Other-relative,[UNK],[UNK],4907.445974204264,0.0,16,South
<=50k,31,Self-emp-inc,126750,Masters,10,Separated,Adm-clerical,Unmarried,[UNK],[UNK],2666.73021146143,0.0,79,United-states
<=50k,36,State-gov,177709,[UNK],2,Separated,Prof-specialty,[UNK],White,[UNK],0.0,1982.76733471036,66,United-states
[UNK],56,?,85714,Masters,3,[UNK],[UNK],[UNK],[UNK],[UNK],0.0,0.0,53,South
<=50k,27,Private,144701,[UNK],10,[UNK],Prof-specialty,[UNK],[UNK],[UNK],2666.677172835928,0.0,25,Philippines
<=50k,54,Private,144704,[UNK],16,Married-spouse-absent,Other-service,Husband,[UNK],[UNK],0.0,0.0,40,England
