id,gender,customer-type,age,type-of-travel,class,flight-distance,inflight-wifi-service,departure/arrival-time-convenient,ease-of-online-booking,gate-location,food-and-drink,online-boarding,seat-comfort,inflight-entertainment,on-board-service,leg-room-service,baggage-handling,checkin-service,inflight-service,cleanliness,departure-delay-in-minutes,arrival-delay-in-minutes,satisfaction
63018,Female,Disloyal-customer,30,Business-travel,Eco,862,1,1,1,4,2,1,2,2,3,5,3,1,4,2,39,25.0,Neutral-or-dissatisfied
107831,Male,Loyal-customer,36,Personal-travel,Eco,349,3,5,3,3,3,3,3,3,2,3,1,1,3,3,80,74.0,Neutral-or-dissatisfied
98175,Female,Loyal-customer,48,Business-travel,Business,327,2,2,2,2,4,5,5,4,4,4,4,3,4,3,12,7.0,Satisfied
54784,Female,Loyal-customer,52,Business-travel,Business,2742,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0.0,Satisfied
111972,Male,Loyal-customer,38,Business-travel,Business,370,2,2,2,2,4,4,4,3,3,4,3,3,3,1,7,10.0,Satisfied
1660,Male,Disloyal-customer,38,Business-travel,Eco,151,3,4,4,3,2,4,2,2,4,4,4,3,4,2,0,13.0,Neutral-or-dissatisfied
1611,Female,Loyal-customer,49,Business-travel,Business,968,2,2,4,2,3,5,5,5,5,5,5,5,5,3,13,6.0,Satisfied
95597,Male,Loyal-customer,26,Business-travel,Business,670,3,3,3,3,3,3,3,3,1,5,3,2,2,3,0,0.0,Neutral-or-dissatisfied
38091,Female,Loyal-customer,51,Business-travel,Eco,1237,2,3,3,3,4,3,4,2,2,2,2,3,2,1,0,0.0,Neutral-or-dissatisfied
58418,Female,Loyal-customer,42,Business-travel,Business,3460,1,1,2,1,1,1,1,1,5,2,2,1,1,1,255,244.0,Neutral-or-dissatisfied
32570,Male,Loyal-customer,30,Business-travel,Business,2172,4,4,4,4,5,5,5,5,5,4,2,5,1,5,0,0.0,Satisfied
70057,Female,Loyal-customer,55,Personal-travel,Eco-plus,583,2,5,2,3,3,4,5,5,5,2,3,4,5,4,0,0.0,Neutral-or-dissatisfied
119507,Female,Loyal-customer,25,Business-travel,Business,2498,2,5,5,5,2,2,2,2,1,2,3,1,4,2,0,0.0,Neutral-or-dissatisfied
115807,Female,Loyal-customer,28,Business-travel,Business,2654,2,5,5,5,2,2,2,2,1,3,3,4,4,2,13,14.0,Neutral-or-dissatisfied
34615,Female,Loyal-customer,21,Business-travel,Eco-plus,1598,0,3,0,2,1,0,1,1,4,5,3,3,3,1,0,5.0,Satisfied
54963,Male,Loyal-customer,56,Business-travel,Business,1379,5,5,4,5,3,4,4,4,4,4,4,5,4,4,0,13.0,Satisfied
86223,Male,Disloyal-customer,27,Business-travel,Eco,164,2,3,2,4,2,2,2,2,2,5,1,3,3,2,71,66.0,Neutral-or-dissatisfied
39475,Male,Disloyal-customer,37,Business-travel,Eco,867,1,1,1,2,1,1,1,1,3,5,4,5,4,1,0,4.0,Neutral-or-dissatisfied
12759,Female,Loyal-customer,48,Personal-travel,Eco,721,4,4,4,1,3,2,2,5,5,4,5,4,5,3,0,0.0,Neutral-or-dissatisfied
70138,Female,Loyal-customer,30,Personal-travel,Eco,460,3,2,1,3,2,1,2,2,4,5,3,4,4,2,0,1.0,Neutral-or-dissatisfied
34839,Female,Loyal-customer,24,Personal-travel,Eco-plus,264,2,5,2,2,2,2,2,2,4,2,1,5,2,2,15,9.0,Neutral-or-dissatisfied
113018,Female,Loyal-customer,54,Business-travel,Business,479,4,4,4,4,2,5,4,5,5,5,5,4,5,4,34,21.0,Satisfied
58303,Male,Loyal-customer,57,Business-travel,Business,1739,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6,0.0,Satisfied
68787,Female,Loyal-customer,59,Business-travel,Eco,926,4,2,2,2,2,3,4,5,5,4,5,4,5,4,0,0.0,Neutral-or-dissatisfied
117155,Female,Loyal-customer,56,Personal-travel,Eco,304,3,3,3,4,2,3,4,2,2,3,2,2,2,2,3,0.0,Neutral-or-dissatisfied
82913,Male,Loyal-customer,48,Personal-travel,Eco,645,2,4,2,2,3,2,3,3,5,5,4,5,5,3,98,94.0,Neutral-or-dissatisfied
119599,Male,Loyal-customer,56,Business-travel,Business,1979,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,Satisfied
108939,Male,Loyal-customer,45,Personal-travel,Eco,1066,1,2,1,4,3,1,3,3,1,2,3,1,4,3,18,15.0,Neutral-or-dissatisfied
23200,Male,Loyal-customer,63,Personal-travel,Eco-plus,223,3,5,0,1,1,0,1,1,5,4,5,4,5,1,60,58.0,Neutral-or-dissatisfied
103574,Female,Loyal-customer,37,Business-travel,Eco,204,3,3,3,3,3,3,3,3,3,1,3,2,4,3,4,0.0,Neutral-or-dissatisfied
12284,Male,Disloyal-customer,27,Business-travel,Eco,253,2,3,2,4,4,2,4,4,3,2,4,2,3,4,0,8.0,Neutral-or-dissatisfied
110838,Female,Loyal-customer,33,Personal-travel,Eco-plus,1166,4,5,4,3,4,4,4,4,5,2,5,5,5,4,0,0.0,Neutral-or-dissatisfied
88055,Male,Loyal-customer,50,Business-travel,Business,3166,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0,Satisfied
50977,Female,Loyal-customer,22,Personal-travel,Eco,266,1,5,1,3,2,1,2,2,3,1,1,4,4,2,0,0.0,Neutral-or-dissatisfied
58871,Female,Loyal-customer,46,Business-travel,Business,888,3,3,3,3,5,4,4,4,4,4,4,3,4,4,0,0.0,Satisfied
127342,Female,Loyal-customer,45,Business-travel,Business,507,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,Satisfied
129641,Male,Loyal-customer,48,Business-travel,Business,3948,5,5,5,5,4,4,5,5,5,5,5,4,5,5,0,0.0,Satisfied
48105,Male,Loyal-customer,55,Business-travel,Business,259,3,3,4,3,2,3,5,5,5,5,5,1,5,2,0,0.0,Satisfied
91688,Female,Loyal-customer,68,Personal-travel,Business,626,4,5,4,4,5,5,4,1,1,4,1,5,1,4,22,23.0,Neutral-or-dissatisfied
115922,Female,Disloyal-customer,36,Business-travel,Eco,308,4,0,4,4,1,4,1,1,3,4,4,5,1,1,0,0.0,Neutral-or-dissatisfied
52010,Female,Loyal-customer,67,Business-travel,Business,328,0,0,0,2,2,3,4,2,2,2,2,4,2,3,0,0.0,Satisfied
50448,Female,Disloyal-customer,44,Business-travel,Eco,337,1,0,1,5,2,1,2,2,2,1,4,5,3,2,0,0.0,Neutral-or-dissatisfied
45068,Female,Loyal-customer,49,Personal-travel,Eco,342,3,4,3,3,3,4,5,3,3,3,3,5,3,5,11,20.0,Neutral-or-dissatisfied
15657,Female,Loyal-customer,33,Business-travel,Eco-plus,258,4,4,4,4,4,4,4,4,1,5,1,5,5,4,0,0.0,Satisfied
56088,Female,Loyal-customer,19,Business-travel,Eco-plus,2586,3,5,5,5,4,5,3,2,5,1,1,3,3,3,52,91.0,Satisfied
44620,Male,Loyal-customer,26,Business-travel,Business,2363,3,3,3,3,5,5,5,5,5,3,2,3,3,5,0,0.0,Satisfied
62141,Female,Loyal-customer,11,Business-travel,Business,2565,2,1,4,1,2,2,2,2,2,5,3,4,3,2,51,25.0,Neutral-or-dissatisfied
53732,Female,Loyal-customer,61,Personal-travel,Eco,1208,4,3,4,1,4,5,2,3,3,4,3,5,3,5,0,0.0,Satisfied
4112,Male,Loyal-customer,58,Business-travel,Business,3133,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0.0,Satisfied
68567,Female,Disloyal-customer,39,Business-travel,Business,1616,2,2,2,3,4,2,4,4,4,4,4,5,4,4,11,0.0,Neutral-or-dissatisfied
25322,Female,Loyal-customer,67,Personal-travel,Business,945,3,1,3,4,4,4,4,2,2,3,2,3,2,1,13,18.0,Neutral-or-dissatisfied
57421,Male,Loyal-customer,56,Personal-travel,Eco,258,2,4,0,5,3,0,3,3,2,3,5,5,1,3,0,0.0,Neutral-or-dissatisfied
113308,Female,Loyal-customer,57,Business-travel,Business,2849,5,5,5,5,2,5,5,4,4,4,5,3,4,3,5,10.0,Satisfied
25253,Male,Loyal-customer,45,Business-travel,Business,1529,1,1,1,1,4,4,5,5,5,5,5,4,5,4,0,0.0,Satisfied
86868,Female,Loyal-customer,21,Personal-travel,Eco,484,2,1,2,5,2,2,2,2,4,4,4,3,4,2,0,0.0,Neutral-or-dissatisfied
11324,Male,Loyal-customer,61,Personal-travel,Eco,295,4,2,4,4,1,4,1,1,4,2,4,4,3,1,5,0.0,Neutral-or-dissatisfied
94946,Male,Disloyal-customer,35,Business-travel,Eco,187,3,4,3,4,1,3,1,1,3,4,3,2,3,1,1,0.0,Neutral-or-dissatisfied
26879,Male,Loyal-customer,39,Personal-travel,Business,689,4,4,4,1,3,5,4,2,2,4,2,3,2,5,0,0.0,Neutral-or-dissatisfied
33817,Male,Loyal-customer,58,Personal-travel,Eco,1428,2,2,2,4,1,2,1,1,4,4,4,1,4,1,54,37.0,Neutral-or-dissatisfied
15706,Female,Loyal-customer,30,Business-travel,Business,1784,5,5,5,5,5,5,5,5,1,2,2,2,3,5,0,0.0,Satisfied
22284,Female,Loyal-customer,30,Business-travel,Business,83,5,5,4,5,5,5,4,5,4,1,3,3,3,5,0,0.0,Satisfied
45860,Female,Loyal-customer,63,Personal-travel,Eco-plus,391,1,4,1,1,3,5,5,4,4,1,4,4,4,5,40,63.0,Neutral-or-dissatisfied
11495,Female,Loyal-customer,37,Personal-travel,Eco-plus,191,2,4,0,2,3,0,3,3,4,4,4,3,5,3,9,0.0,Neutral-or-dissatisfied
98405,Female,Loyal-customer,50,Business-travel,Eco,675,2,4,4,4,1,2,3,2,2,2,2,2,2,1,15,10.0,Neutral-or-dissatisfied
28287,Male,Loyal-customer,39,Business-travel,Business,3887,4,4,4,4,3,5,5,4,4,4,4,4,4,5,0,0.0,Satisfied
15061,Female,Loyal-customer,48,Personal-travel,Eco,576,4,4,4,3,5,4,5,5,5,4,5,4,5,4,0,0.0,Neutral-or-dissatisfied
50093,Male,Loyal-customer,44,Business-travel,Eco,156,2,2,3,2,2,2,2,2,1,4,3,2,2,2,0,1.0,Neutral-or-dissatisfied
32622,Female,Loyal-customer,38,Business-travel,Business,2256,2,2,2,2,3,4,1,5,5,5,5,4,5,2,0,0.0,Satisfied
30519,Male,Loyal-customer,10,Personal-travel,Eco,484,1,5,1,2,3,1,1,3,4,2,5,5,5,3,0,0.0,Neutral-or-dissatisfied
95826,Male,Loyal-customer,46,Personal-travel,Eco,1428,3,4,3,3,5,3,5,5,3,3,3,4,4,5,0,0.0,Neutral-or-dissatisfied
113197,Male,Loyal-customer,40,Business-travel,Business,386,2,2,2,2,3,5,5,5,5,4,5,5,5,4,0,6.0,Satisfied
19010,Female,Loyal-customer,43,Business-travel,Eco,828,2,3,3,3,2,4,3,2,2,2,2,1,2,4,31,50.0,Neutral-or-dissatisfied
8775,Male,Loyal-customer,54,Business-travel,Business,1943,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0,Satisfied
76351,Female,Loyal-customer,60,Business-travel,Business,1851,5,5,5,5,5,3,4,5,5,5,5,3,5,3,75,46.0,Satisfied
41867,Female,Loyal-customer,43,Personal-travel,Eco,483,2,1,2,3,3,3,2,2,2,2,2,1,2,2,51,66.0,Neutral-or-dissatisfied
123473,Male,Disloyal-customer,27,Business-travel,Business,2125,2,2,2,2,5,2,5,5,3,4,3,3,4,5,0,0.0,Neutral-or-dissatisfied
16143,Female,Loyal-customer,52,Personal-travel,Business,277,2,3,2,3,4,3,4,1,1,2,1,3,1,3,11,8.0,Neutral-or-dissatisfied
57998,Male,Disloyal-customer,9,Business-travel,Eco,1375,2,2,2,3,1,2,1,1,2,2,2,1,3,1,0,19.0,Neutral-or-dissatisfied
34216,Male,Loyal-customer,47,Personal-travel,Eco,1046,3,5,3,4,1,3,1,1,2,1,5,5,3,1,17,19.0,Neutral-or-dissatisfied
53677,Male,Loyal-customer,24,Business-travel,Business,1190,1,1,1,1,4,4,4,4,1,2,2,4,3,4,0,0.0,Satisfied
92776,Female,Loyal-customer,35,Business-travel,Eco,1671,3,1,1,1,3,3,3,3,3,3,2,1,4,3,0,20.0,Neutral-or-dissatisfied
14221,Female,Loyal-customer,16,Personal-travel,Eco,620,2,3,2,2,4,2,4,4,2,2,3,2,3,4,0,10.0,Neutral-or-dissatisfied
106208,Female,Loyal-customer,12,Personal-travel,Eco-plus,436,3,1,3,2,5,3,5,5,3,3,2,1,2,5,0,0.0,Neutral-or-dissatisfied
85783,Female,Loyal-customer,38,Business-travel,Business,2325,1,1,1,1,2,4,5,5,5,5,5,5,5,4,21,7.0,Satisfied
108830,Male,Loyal-customer,46,Business-travel,Business,3774,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,9.0,Satisfied
70856,Female,Loyal-customer,49,Business-travel,Business,2830,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0,Satisfied
127901,Female,Disloyal-customer,34,Business-travel,Eco,840,3,3,3,4,2,3,2,2,3,3,3,2,4,2,0,0.0,Neutral-or-dissatisfied
119885,Female,Loyal-customer,29,Personal-travel,Eco,936,2,5,2,1,4,2,4,4,2,5,3,3,2,4,40,36.0,Neutral-or-dissatisfied
31745,Female,Loyal-customer,50,Business-travel,Eco-plus,462,2,3,5,5,4,2,3,2,2,2,2,1,2,5,15,13.0,Satisfied
99140,Female,Loyal-customer,55,Business-travel,Business,1565,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,0.0,Satisfied
92169,Male,Loyal-customer,44,Business-travel,Business,2079,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,0.0,Satisfied
61067,Female,Loyal-customer,31,Business-travel,Business,1546,2,2,2,2,3,3,3,3,5,5,4,5,4,3,9,2.0,Satisfied
96607,Female,Loyal-customer,45,Business-travel,Business,972,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0.0,Satisfied
105204,Male,Loyal-customer,46,Personal-travel,Eco-plus,289,3,4,3,3,3,3,3,3,5,4,4,4,4,3,0,0.0,Neutral-or-dissatisfied
85542,Female,Loyal-customer,40,Business-travel,Business,3194,2,2,2,2,3,4,4,4,4,4,4,5,4,3,0,0.0,Satisfied
102855,Male,Loyal-customer,49,Personal-travel,Eco,423,2,2,2,3,5,2,5,5,1,1,4,1,4,5,0,2.0,Neutral-or-dissatisfied
38009,Male,Loyal-customer,48,Business-travel,Business,2853,2,2,2,2,2,5,4,4,4,4,4,4,4,2,19,0.0,Satisfied
48488,Female,Loyal-customer,38,Business-travel,Eco,844,2,5,5,5,2,2,2,2,1,1,5,2,4,2,0,0.0,Satisfied
90798,Female,Loyal-customer,41,Business-travel,Business,2951,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,0.0,Satisfied
69712,Female,Loyal-customer,66,Business-travel,Business,1372,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0.0,Satisfied
7773,Female,Loyal-customer,44,Business-travel,Business,3958,3,3,3,3,4,5,3,4,4,4,4,4,4,4,0,0.0,Satisfied
55504,Male,Loyal-customer,69,Business-travel,Eco-plus,239,3,4,4,4,3,3,3,3,3,4,3,4,2,3,18,1.0,Satisfied
126227,Male,Loyal-customer,38,Business-travel,Business,3668,0,0,0,3,4,5,2,4,4,4,4,4,4,1,0,0.0,Satisfied
95692,Female,Loyal-customer,55,Business-travel,Eco,419,3,3,4,4,4,4,3,3,3,3,3,3,3,4,0,0.0,Neutral-or-dissatisfied
101355,Female,Loyal-customer,54,Business-travel,Business,2200,4,4,3,4,4,4,4,4,4,4,4,5,4,4,2,0.0,Satisfied
91061,Male,Loyal-customer,30,Personal-travel,Eco,270,2,4,1,3,4,1,4,4,4,3,4,2,4,4,0,0.0,Neutral-or-dissatisfied
87387,Female,Loyal-customer,36,Business-travel,Eco,425,3,4,4,4,3,3,3,3,4,2,3,2,2,3,0,0.0,Neutral-or-dissatisfied
36315,Male,Loyal-customer,51,Business-travel,Eco,187,4,2,2,2,4,4,4,4,1,5,2,1,3,4,0,0.0,Neutral-or-dissatisfied
17917,Female,Disloyal-customer,26,Business-travel,Eco,389,4,2,4,2,1,4,4,1,1,5,2,1,1,1,51,54.0,Neutral-or-dissatisfied
90145,Male,Loyal-customer,38,Business-travel,Eco,583,5,1,1,1,5,5,5,2,2,1,4,5,3,5,300,290.0,Satisfied
109895,Female,Loyal-customer,49,Business-travel,Eco,765,2,4,1,4,3,3,1,2,2,2,2,2,2,3,2,0.0,Satisfied
89486,Male,Loyal-customer,57,Business-travel,Eco,1931,3,4,4,4,3,3,3,3,4,2,4,3,4,3,0,10.0,Neutral-or-dissatisfied
25085,Male,Loyal-customer,24,Business-travel,Business,549,2,2,3,2,5,5,5,5,3,3,3,1,5,5,0,1.0,Satisfied
4864,Male,Loyal-customer,30,Personal-travel,Eco,500,1,4,1,4,4,1,4,4,1,2,3,4,4,4,15,6.0,Neutral-or-dissatisfied
31035,Female,Loyal-customer,22,Business-travel,Business,641,5,5,5,5,5,5,5,5,5,2,2,5,5,5,96,112.0,Satisfied
51325,Female,Loyal-customer,28,Business-travel,Eco-plus,109,5,3,3,3,5,5,5,5,2,2,1,1,3,5,0,0.0,Satisfied
124669,Male,Loyal-customer,42,Business-travel,Business,1558,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0.0,Satisfied
118402,Male,Loyal-customer,59,Personal-travel,Business,369,2,4,2,2,2,5,1,4,4,2,4,4,4,5,0,0.0,Neutral-or-dissatisfied
37753,Female,Disloyal-customer,36,Business-travel,Eco-plus,1069,4,4,4,4,2,4,1,2,5,5,5,3,4,2,33,15.0,Neutral-or-dissatisfied
52240,Female,Loyal-customer,44,Business-travel,Business,751,3,2,2,2,3,2,3,3,3,3,3,4,3,3,13,18.0,Neutral-or-dissatisfied
20541,Male,Loyal-customer,47,Business-travel,Eco,533,5,3,3,3,5,5,5,5,1,3,1,4,4,5,0,0.0,Satisfied
13107,Female,Disloyal-customer,65,Business-travel,Eco,427,4,3,4,5,5,4,5,5,5,2,4,5,5,5,17,11.0,Neutral-or-dissatisfied
79001,Female,Loyal-customer,39,Business-travel,Business,3968,5,5,3,5,3,5,5,5,5,5,5,3,5,4,0,0.0,Satisfied
113423,Male,Loyal-customer,58,Business-travel,Business,2946,0,5,0,3,4,4,5,5,5,5,5,5,5,3,37,46.0,Satisfied
27360,Female,Loyal-customer,48,Business-travel,Business,697,5,5,5,5,5,5,2,4,4,4,4,4,4,4,0,0.0,Satisfied
128026,Male,Disloyal-customer,21,Business-travel,Eco,1440,1,2,2,1,1,1,1,1,5,2,2,1,3,1,139,139.0,Neutral-or-dissatisfied
127947,Male,Disloyal-customer,18,Business-travel,Business,2300,5,0,5,4,5,5,5,5,3,4,4,5,4,5,1,0.0,Satisfied
50981,Female,Loyal-customer,51,Personal-travel,Eco,308,2,2,2,3,4,3,4,3,3,2,3,2,3,4,0,0.0,Neutral-or-dissatisfied
77092,Female,Loyal-customer,53,Business-travel,Business,1481,5,5,5,5,3,5,4,4,4,4,4,4,4,3,0,0.0,Satisfied
100579,Female,Disloyal-customer,29,Business-travel,Eco,486,1,3,1,3,3,1,3,3,3,1,2,2,2,3,0,10.0,Neutral-or-dissatisfied
37927,Female,Loyal-customer,47,Personal-travel,Eco,937,3,4,3,1,1,1,3,3,3,3,3,4,3,2,8,7.0,Neutral-or-dissatisfied
122594,Female,Disloyal-customer,36,Business-travel,Business,728,4,4,4,2,2,4,2,2,4,5,5,5,4,2,0,0.0,Neutral-or-dissatisfied
85967,Male,Loyal-customer,27,Business-travel,Business,554,4,4,4,4,5,5,5,5,3,5,4,4,4,5,7,2.0,Satisfied
88785,Male,Loyal-customer,30,Business-travel,Business,581,5,5,5,5,4,4,4,4,3,4,5,4,4,4,20,11.0,Satisfied
71662,Male,Loyal-customer,59,Personal-travel,Eco,1197,3,2,3,4,4,3,2,4,2,5,2,4,4,4,8,1.0,Neutral-or-dissatisfied
103328,Male,Loyal-customer,38,Personal-travel,Eco,1139,1,4,1,4,1,1,1,1,5,3,5,3,4,1,14,10.0,Neutral-or-dissatisfied
85485,Female,Loyal-customer,68,Personal-travel,Eco,152,3,5,3,4,3,5,5,3,3,3,3,3,3,3,0,0.0,Neutral-or-dissatisfied
104363,Male,Loyal-customer,15,Personal-travel,Business,228,2,5,2,3,4,2,4,4,3,2,5,5,5,4,13,0.0,Neutral-or-dissatisfied
41050,Female,Loyal-customer,16,Personal-travel,Eco,1086,2,3,2,4,4,2,4,4,5,1,1,2,1,4,0,3.0,Neutral-or-dissatisfied
104553,Male,Loyal-customer,46,Business-travel,Business,369,5,5,5,5,3,5,4,4,4,4,4,5,4,4,1,3.0,Satisfied
9789,Male,Loyal-customer,49,Personal-travel,Eco,383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0.0,Neutral-or-dissatisfied
117573,Male,Loyal-customer,43,Business-travel,Business,1722,1,1,1,1,3,5,4,4,4,4,4,4,4,4,1,2.0,Satisfied
8249,Male,Loyal-customer,24,Personal-travel,Eco,530,3,4,3,3,1,3,1,1,5,5,4,5,5,1,0,0.0,Neutral-or-dissatisfied
36203,Male,Disloyal-customer,26,Business-travel,Eco,496,1,3,1,4,5,1,2,5,2,3,4,2,3,5,0,0.0,Neutral-or-dissatisfied
48936,Male,Disloyal-customer,43,Business-travel,Eco,109,2,0,2,4,3,2,3,3,3,5,4,5,4,3,0,6.0,Neutral-or-dissatisfied
58242,Female,Disloyal-customer,26,Business-travel,Eco-plus,925,2,2,2,4,4,2,2,4,4,1,4,2,3,4,65,51.0,Neutral-or-dissatisfied
121942,Female,Disloyal-customer,36,Business-travel,Business,430,3,3,3,4,5,3,5,5,5,4,4,4,4,5,0,0.0,Neutral-or-dissatisfied
27444,Female,Loyal-customer,29,Business-travel,Business,3270,3,1,4,1,3,3,3,3,1,4,1,3,1,3,0,0.0,Neutral-or-dissatisfied
18693,Female,Loyal-customer,59,Business-travel,Eco-plus,253,2,3,3,3,1,5,4,2,2,2,2,3,2,3,0,10.0,Satisfied
45214,Female,Loyal-customer,33,Business-travel,Business,1512,3,3,5,3,1,2,1,2,2,2,2,1,2,1,0,0.0,Satisfied
108475,Female,Loyal-customer,26,Personal-travel,Eco-plus,1444,1,5,1,5,3,1,1,3,3,2,3,5,5,3,0,0.0,Neutral-or-dissatisfied
94530,Male,Loyal-customer,43,Business-travel,Business,3537,3,4,3,3,4,5,4,5,5,5,5,4,5,4,5,2.0,Satisfied
3853,Male,Loyal-customer,55,Personal-travel,Eco,650,1,5,2,3,3,2,3,3,4,4,1,2,3,3,0,0.0,Neutral-or-dissatisfied
42036,Female,Loyal-customer,37,Business-travel,Eco,106,5,2,2,2,5,5,5,5,3,3,2,3,3,5,30,28.0,Satisfied
81620,Female,Loyal-customer,52,Business-travel,Business,1509,3,3,3,3,3,5,4,4,4,4,4,4,4,5,0,0.0,Satisfied
18873,Male,Loyal-customer,36,Business-travel,Business,1609,3,3,3,3,1,3,3,4,4,5,4,2,4,3,0,0.0,Satisfied
74525,Male,Loyal-customer,37,Business-travel,Business,1464,3,3,3,3,3,5,4,4,4,5,4,5,4,3,0,6.0,Satisfied
40364,Male,Loyal-customer,51,Business-travel,Business,1250,1,1,1,1,2,1,1,2,2,2,2,4,2,4,0,0.0,Satisfied
