id,gender,customer-type,age,type-of-travel,class,flight-distance,inflight-wifi-service,departure/arrival-time-convenient,ease-of-online-booking,gate-location,food-and-drink,online-boarding,seat-comfort,inflight-entertainment,on-board-service,leg-room-service,baggage-handling,checkin-service,inflight-service,cleanliness,departure-delay-in-minutes,arrival-delay-in-minutes,satisfaction
83502,Male,Loyal-customer,33,Personal-travel,Eco,946,4,2,4,3,4,4,4,4,4,5,2,2,2,4,0,0.0,Satisfied
95789,Female,Loyal-customer,26,Personal-travel,Eco,453,3,2,3,2,2,3,2,2,4,3,2,2,1,2,43,35.0,Neutral-or-dissatisfied
100580,Male,Disloyal-customer,13,Business-travel,Eco,486,2,1,2,3,4,2,1,4,2,1,4,1,3,4,1,0.0,Neutral-or-dissatisfied
71142,Female,Loyal-customer,26,Business-travel,Business,2123,3,3,3,3,4,4,4,4,5,3,4,5,4,4,49,51.0,Satisfied
127461,Male,Loyal-customer,41,Business-travel,Business,2075,4,4,2,4,4,4,4,5,5,5,5,3,5,5,0,10.0,Satisfied
70354,Female,Loyal-customer,45,Business-travel,Business,2486,4,4,4,4,3,4,5,5,5,5,5,3,5,4,7,5.0,Satisfied
66246,Male,Loyal-customer,38,Personal-travel,Eco,460,2,3,3,2,5,3,5,5,1,2,4,3,2,5,17,18.0,Neutral-or-dissatisfied
39076,Male,Loyal-customer,9,Business-travel,Eco,1174,2,4,2,4,2,2,1,2,1,5,3,4,3,2,0,4.0,Neutral-or-dissatisfied
22434,Female,Loyal-customer,17,Personal-travel,Eco,208,3,1,3,3,5,3,5,5,2,5,3,3,4,5,0,0.0,Neutral-or-dissatisfied
43510,Female,Loyal-customer,43,Personal-travel,Eco,752,3,5,3,5,5,4,5,3,3,3,5,3,3,4,52,29.0,Neutral-or-dissatisfied
114090,Female,Loyal-customer,58,Personal-travel,Eco,2139,4,5,4,5,4,3,4,4,4,4,4,2,4,2,0,0.0,Neutral-or-dissatisfied
105420,Female,Disloyal-customer,23,Business-travel,Eco,452,5,0,5,1,1,5,1,1,4,5,5,3,5,1,54,44.0,Satisfied
102956,Male,Loyal-customer,57,Personal-travel,Eco,719,4,4,4,1,5,4,5,5,3,2,4,4,5,5,27,28.0,Neutral-or-dissatisfied
18510,Female,Loyal-customer,33,Business-travel,Business,1561,1,1,1,1,1,5,3,4,4,4,3,5,4,2,0,0.0,Satisfied
14925,Female,Loyal-customer,49,Business-travel,Eco-plus,315,4,4,4,4,2,2,1,4,4,4,4,2,4,2,0,8.0,Satisfied
118319,Female,Loyal-customer,36,Business-travel,Business,3347,3,1,1,1,1,2,1,3,3,3,3,2,3,2,18,12.0,Neutral-or-dissatisfied
75460,Male,Loyal-customer,22,Personal-travel,Eco,2342,3,2,3,3,3,3,1,3,2,4,3,4,2,3,19,0.0,Neutral-or-dissatisfied
48492,Female,Loyal-customer,31,Business-travel,Business,819,4,4,4,4,5,5,5,5,5,4,3,1,5,5,0,0.0,Satisfied
27809,Female,Disloyal-customer,15,Business-travel,Eco,1043,2,2,2,3,5,2,5,5,3,1,4,2,4,5,3,0.0,Neutral-or-dissatisfied
70594,Female,Loyal-customer,35,Business-travel,Business,2611,4,5,4,4,4,4,4,3,3,4,5,4,3,4,109,120.0,Satisfied
30089,Female,Loyal-customer,67,Personal-travel,Eco,1192,4,5,4,1,2,4,5,5,5,4,3,5,5,5,18,24.0,Neutral-or-dissatisfied
58779,Male,Disloyal-customer,37,Business-travel,Business,1182,3,3,3,4,1,3,1,1,4,1,3,1,4,1,9,0.0,Neutral-or-dissatisfied
79659,Female,Loyal-customer,40,Business-travel,Eco,349,1,4,4,4,1,1,1,1,3,5,3,3,3,1,0,1.0,Neutral-or-dissatisfied
110293,Female,Disloyal-customer,34,Business-travel,Business,883,3,4,4,3,5,4,2,5,5,4,5,4,5,5,0,0.0,Neutral-or-dissatisfied
48014,Male,Loyal-customer,40,Personal-travel,Eco-plus,550,4,3,4,2,2,4,2,2,5,1,4,3,4,2,23,20.0,Neutral-or-dissatisfied
96517,Female,Loyal-customer,47,Personal-travel,Eco,302,4,4,4,3,2,4,5,4,4,4,4,4,4,4,23,31.0,Satisfied
64685,Male,Disloyal-customer,41,Business-travel,Business,354,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0.0,Neutral-or-dissatisfied
64138,Male,Loyal-customer,39,Business-travel,Business,1734,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0.0,Satisfied
60373,Female,Disloyal-customer,25,Business-travel,Business,1452,3,5,3,4,3,3,3,3,4,4,5,5,5,3,9,23.0,Neutral-or-dissatisfied
14849,Male,Loyal-customer,41,Business-travel,Business,296,0,0,0,3,2,5,3,4,4,4,4,4,4,3,0,0.0,Satisfied
28319,Female,Loyal-customer,38,Business-travel,Business,2882,3,3,3,3,2,1,4,5,5,5,5,2,5,4,0,0.0,Satisfied
103012,Female,Loyal-customer,50,Business-travel,Business,460,1,1,1,1,3,5,5,3,3,3,3,4,3,5,1,15.0,Satisfied
124114,Male,Loyal-customer,29,Business-travel,Business,529,1,1,1,1,5,5,5,5,4,2,5,5,4,5,4,0.0,Satisfied
107794,Female,Loyal-customer,22,Personal-travel,Business,349,2,4,2,1,4,2,4,4,4,5,4,4,5,4,0,0.0,Neutral-or-dissatisfied
81983,Female,Loyal-customer,13,Business-travel,Business,1522,1,1,1,1,1,1,1,1,3,5,3,1,4,1,0,0.0,Neutral-or-dissatisfied
53164,Male,Loyal-customer,54,Business-travel,Business,612,3,3,3,3,5,2,3,5,5,5,5,4,5,3,8,0.0,Satisfied
82042,Male,Loyal-customer,21,Personal-travel,Eco,1454,2,2,2,3,5,2,5,5,2,3,3,1,3,5,0,0.0,Neutral-or-dissatisfied
72127,Male,Loyal-customer,28,Business-travel,Eco,731,2,1,1,1,2,2,2,2,3,3,2,3,3,2,14,8.0,Neutral-or-dissatisfied
113046,Male,Loyal-customer,27,Business-travel,Business,2076,3,3,3,3,4,4,4,4,3,4,4,4,5,4,0,1.0,Satisfied
1050,Female,Loyal-customer,69,Business-travel,Eco,309,5,5,5,5,1,2,3,5,5,5,5,4,5,2,0,0.0,Satisfied
54886,Male,Loyal-customer,35,Personal-travel,Eco,775,2,3,2,4,4,2,4,4,4,4,3,4,1,4,1,0.0,Neutral-or-dissatisfied
125918,Female,Loyal-customer,60,Personal-travel,Eco,861,2,2,2,3,1,3,4,4,4,2,4,4,4,4,10,10.0,Neutral-or-dissatisfied
7467,Female,Loyal-customer,45,Business-travel,Business,3334,2,4,2,2,4,5,5,4,4,4,4,3,4,5,51,48.0,Satisfied
78972,Female,Loyal-customer,57,Business-travel,Business,2496,0,0,0,1,3,4,5,5,5,5,5,4,5,5,0,5.0,Satisfied
126625,Male,Loyal-customer,40,Business-travel,Business,602,5,5,5,5,2,5,5,5,5,5,5,3,5,4,0,0.0,Satisfied
114501,Female,Disloyal-customer,38,Business-travel,Business,308,3,3,3,3,4,3,4,4,1,1,4,2,3,4,39,26.0,Neutral-or-dissatisfied
114813,Male,Disloyal-customer,23,Business-travel,Eco,446,2,4,2,1,4,2,4,4,4,2,4,5,5,4,4,0.0,Neutral-or-dissatisfied
32167,Male,Disloyal-customer,39,Business-travel,Business,216,2,2,2,3,3,2,3,3,2,1,4,2,4,3,0,0.0,Neutral-or-dissatisfied
68001,Female,Loyal-customer,52,Business-travel,Business,3475,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,Satisfied
117052,Male,Disloyal-customer,25,Business-travel,Eco,646,2,1,2,2,4,2,3,4,4,4,3,2,2,4,13,1.0,Neutral-or-dissatisfied
8661,Female,Loyal-customer,48,Business-travel,Business,2501,3,3,3,3,5,4,4,5,5,5,5,4,5,4,0,0.0,Satisfied
57165,Female,Loyal-customer,59,Business-travel,Business,2227,5,5,5,5,2,4,4,4,4,4,4,3,4,4,30,15.0,Satisfied
78610,Male,Loyal-customer,25,Business-travel,Business,1426,3,3,3,3,4,5,4,4,5,4,4,4,4,4,4,0.0,Satisfied
51058,Male,Loyal-customer,38,Personal-travel,Eco,190,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0,Neutral-or-dissatisfied
92027,Male,Loyal-customer,46,Business-travel,Business,1532,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,0.0,Satisfied
115534,Male,Loyal-customer,50,Business-travel,Eco,308,2,1,1,1,2,2,2,2,3,2,2,2,3,2,18,12.0,Neutral-or-dissatisfied
9261,Female,Loyal-customer,38,Business-travel,Eco-plus,157,4,4,4,4,4,4,4,4,3,3,1,1,4,4,0,0.0,Satisfied
61033,Female,Loyal-customer,53,Business-travel,Business,1506,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0.0,Satisfied
75930,Male,Loyal-customer,30,Business-travel,Eco-plus,205,3,2,2,2,3,3,3,3,2,5,1,1,2,3,64,49.0,Neutral-or-dissatisfied
112142,Male,Disloyal-customer,39,Business-travel,Business,895,2,2,2,4,5,2,5,5,5,4,4,5,5,5,0,2.0,Neutral-or-dissatisfied
24518,Male,Loyal-customer,66,Personal-travel,Eco-plus,516,1,4,1,2,2,1,2,2,4,4,5,5,5,2,0,37.0,Neutral-or-dissatisfied
112524,Male,Loyal-customer,45,Personal-travel,Eco,909,3,5,3,2,1,3,1,1,4,4,5,3,4,1,0,0.0,Neutral-or-dissatisfied
101639,Female,Disloyal-customer,25,Business-travel,Business,1435,5,1,5,4,1,5,1,1,4,2,5,4,5,1,1,1.0,Satisfied
85018,Male,Loyal-customer,52,Business-travel,Business,1190,2,4,4,4,1,4,3,2,2,2,2,1,2,4,0,6.0,Neutral-or-dissatisfied
106922,Male,Loyal-customer,64,Personal-travel,Eco,1259,4,5,4,2,2,4,2,2,4,5,3,4,4,2,20,5.0,Satisfied
32564,Female,Disloyal-customer,50,Business-travel,Eco,216,4,0,4,4,4,4,4,4,5,2,1,4,4,4,0,0.0,Neutral-or-dissatisfied
92242,Female,Disloyal-customer,41,Business-travel,Business,1670,2,1,1,2,3,2,4,3,3,5,3,4,5,3,0,0.0,Neutral-or-dissatisfied
73302,Male,Loyal-customer,26,Business-travel,Business,3960,1,1,1,1,4,4,4,4,4,2,5,4,4,4,45,48.0,Satisfied
42267,Female,Disloyal-customer,25,Business-travel,Eco,817,4,4,4,3,3,4,3,3,2,3,2,3,3,3,0,0.0,Neutral-or-dissatisfied
121358,Female,Disloyal-customer,44,Business-travel,Business,1670,3,3,3,4,5,3,5,5,3,2,4,2,4,5,0,8.0,Neutral-or-dissatisfied
65655,Female,Disloyal-customer,21,Business-travel,Business,861,4,0,4,4,1,4,1,1,3,4,4,4,5,1,0,0.0,Satisfied
88062,Male,Loyal-customer,47,Business-travel,Business,406,2,2,2,2,3,5,5,4,4,4,4,5,4,4,44,50.0,Satisfied
91330,Male,Loyal-customer,31,Business-travel,Eco-plus,404,4,4,4,4,4,4,4,4,1,2,2,4,2,4,17,3.0,Satisfied
22031,Female,Loyal-customer,57,Personal-travel,Eco-plus,500,3,5,3,2,3,4,5,5,5,3,5,4,5,5,0,0.0,Neutral-or-dissatisfied
27921,Male,Loyal-customer,44,Personal-travel,Eco,689,3,5,3,4,5,3,2,5,4,4,5,3,5,5,0,0.0,Neutral-or-dissatisfied
51947,Male,Loyal-customer,45,Business-travel,Business,3100,3,3,3,3,1,1,3,4,4,4,4,3,4,1,0,0.0,Satisfied
40017,Male,Disloyal-customer,13,Business-travel,Eco,525,2,2,2,3,3,2,3,3,3,1,3,1,4,3,0,0.0,Neutral-or-dissatisfied
76392,Male,Loyal-customer,60,Personal-travel,Eco,931,0,5,0,3,4,0,3,4,4,5,5,4,5,4,0,0.0,Satisfied
118486,Female,Disloyal-customer,41,Business-travel,Business,304,5,5,5,3,2,5,2,2,3,4,4,4,4,2,31,19.0,Satisfied
6012,Male,Loyal-customer,30,Business-travel,Business,1896,4,1,1,1,4,4,4,4,2,2,3,4,2,4,81,72.0,Neutral-or-dissatisfied
30183,Female,Loyal-customer,51,Business-travel,Eco-plus,261,5,4,4,4,4,3,1,5,5,5,5,1,5,1,0,0.0,Satisfied
41652,Female,Loyal-customer,61,Business-travel,Eco,347,2,5,5,5,5,2,4,3,3,2,3,3,3,4,0,11.0,Satisfied
15138,Female,Loyal-customer,32,Business-travel,Eco,1042,4,1,1,1,4,4,4,4,4,3,1,5,2,4,35,34.0,Satisfied
123589,Female,Loyal-customer,39,Personal-travel,Eco,1773,4,5,4,5,5,4,5,5,2,2,3,3,1,5,14,18.0,Neutral-or-dissatisfied
114534,Male,Loyal-customer,19,Personal-travel,Business,342,3,1,3,2,3,3,3,3,2,1,3,1,3,3,0,0.0,Neutral-or-dissatisfied
93076,Female,Loyal-customer,15,Personal-travel,Eco-plus,297,1,5,1,3,5,1,5,5,5,1,1,3,4,5,67,62.0,Neutral-or-dissatisfied
96963,Female,Disloyal-customer,42,Business-travel,Business,883,3,3,3,3,3,3,4,3,5,2,4,3,4,3,22,27.0,Satisfied
85494,Female,Loyal-customer,16,Personal-travel,Eco,332,2,5,2,1,3,2,4,3,5,4,5,4,4,3,40,52.0,Neutral-or-dissatisfied
72989,Male,Loyal-customer,19,Business-travel,Business,2388,5,5,5,5,4,5,4,4,5,5,1,5,4,4,0,0.0,Satisfied
42357,Female,Loyal-customer,29,Personal-travel,Eco,748,2,5,2,2,5,2,1,5,4,2,4,3,5,5,0,0.0,Neutral-or-dissatisfied
23040,Female,Disloyal-customer,27,Business-travel,Eco-plus,1080,3,3,3,3,3,3,3,3,4,1,3,3,3,3,0,0.0,Neutral-or-dissatisfied
65420,Male,Disloyal-customer,22,Business-travel,Business,231,5,0,5,4,5,5,5,5,3,4,4,3,1,5,0,0.0,Satisfied
65045,Female,Loyal-customer,15,Personal-travel,Eco,551,3,4,3,3,4,3,4,4,1,1,4,2,1,4,3,0.0,Neutral-or-dissatisfied
37373,Male,Disloyal-customer,11,Business-travel,Eco,972,1,1,1,3,1,1,1,1,4,3,4,2,1,1,0,0.0,Neutral-or-dissatisfied
44405,Female,Loyal-customer,34,Personal-travel,Eco,265,4,3,4,3,5,4,5,5,2,5,2,1,4,5,0,23.0,Neutral-or-dissatisfied
16653,Female,Disloyal-customer,26,Business-travel,Eco,488,2,0,2,4,1,2,1,1,3,2,5,1,3,1,0,0.0,Neutral-or-dissatisfied
71655,Female,Loyal-customer,26,Personal-travel,Eco,1144,3,5,2,2,4,2,4,4,5,4,5,3,5,4,0,0.0,Neutral-or-dissatisfied
77591,Male,Loyal-customer,53,Business-travel,Business,2332,5,5,5,5,5,5,5,4,4,5,4,4,4,3,0,3.0,Satisfied
4585,Male,Loyal-customer,36,Business-travel,Business,3024,4,2,2,2,1,3,4,4,4,4,4,4,4,1,30,13.0,Neutral-or-dissatisfied
108347,Male,Loyal-customer,32,Business-travel,Business,1750,1,5,4,5,1,1,1,1,1,1,2,4,3,1,0,0.0,Neutral-or-dissatisfied
23400,Male,Loyal-customer,20,Personal-travel,Eco,483,2,3,2,3,5,2,5,5,5,2,3,2,4,5,91,82.0,Neutral-or-dissatisfied
31010,Female,Loyal-customer,35,Business-travel,Business,2128,2,2,2,2,1,5,1,4,4,4,4,5,4,4,0,0.0,Satisfied
57513,Male,Loyal-customer,15,Personal-travel,Eco,235,2,4,2,1,1,2,1,1,3,3,4,4,4,1,1,10.0,Neutral-or-dissatisfied
20979,Male,Loyal-customer,52,Personal-travel,Eco,689,2,5,2,3,3,2,3,3,1,1,2,2,2,3,0,0.0,Neutral-or-dissatisfied
95841,Male,Loyal-customer,45,Business-travel,Business,1852,1,1,1,1,5,5,4,2,2,2,2,5,2,5,0,0.0,Satisfied
114684,Female,Disloyal-customer,24,Business-travel,Eco,372,4,4,4,3,3,4,5,3,5,4,4,4,4,3,21,23.0,Neutral-or-dissatisfied
111667,Female,Loyal-customer,46,Business-travel,Business,3705,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,0.0,Neutral-or-dissatisfied
20101,Male,Disloyal-customer,26,Business-travel,Eco,416,3,0,3,3,1,3,1,1,3,5,2,3,3,1,0,9.0,Neutral-or-dissatisfied
63212,Male,Loyal-customer,28,Business-travel,Eco,337,4,1,1,1,4,4,4,4,1,3,2,3,2,4,3,0.0,Neutral-or-dissatisfied
8256,Male,Loyal-customer,11,Personal-travel,Eco,335,1,5,1,3,3,1,3,3,4,2,4,5,5,3,0,0.0,Neutral-or-dissatisfied
56161,Male,Loyal-customer,45,Business-travel,Business,1400,5,5,5,5,2,5,5,4,4,4,4,3,4,5,4,9.0,Satisfied
121196,Male,Loyal-customer,62,Personal-travel,Eco,2521,4,5,4,3,4,1,1,5,3,5,4,1,4,1,7,30.0,Neutral-or-dissatisfied
23788,Female,Loyal-customer,34,Business-travel,Business,374,3,3,3,3,4,4,1,4,4,4,4,5,4,3,0,0.0,Satisfied
129579,Male,Loyal-customer,51,Business-travel,Business,308,2,2,2,2,4,5,5,4,4,4,4,3,4,5,17,8.0,Satisfied
127516,Female,Loyal-customer,58,Business-travel,Eco-plus,575,1,4,4,4,2,3,4,2,2,1,2,2,2,4,14,16.0,Neutral-or-dissatisfied
18012,Male,Loyal-customer,22,Personal-travel,Eco,618,3,5,3,2,3,3,3,3,4,5,4,5,5,3,0,0.0,Neutral-or-dissatisfied
45561,Male,Loyal-customer,8,Business-travel,Eco,1304,4,4,4,4,4,4,4,4,2,2,4,2,1,4,0,0.0,Satisfied
5228,Male,Disloyal-customer,26,Business-travel,Business,351,4,4,4,3,2,4,2,2,4,5,4,4,5,2,4,11.0,Satisfied
18311,Female,Loyal-customer,22,Personal-travel,Eco,549,4,0,4,3,3,4,1,3,3,2,5,4,5,3,15,3.0,Neutral-or-dissatisfied
59891,Female,Loyal-customer,21,Business-travel,Business,3510,3,1,1,1,3,2,3,3,3,3,3,1,3,3,0,0.0,Neutral-or-dissatisfied
60651,Male,Loyal-customer,31,Business-travel,Business,1620,3,2,4,2,3,3,3,3,2,2,2,3,4,3,0,0.0,Neutral-or-dissatisfied
51013,Female,Loyal-customer,44,Personal-travel,Eco,326,2,0,2,2,2,3,5,1,1,2,1,2,1,5,0,0.0,Neutral-or-dissatisfied
91746,Male,Loyal-customer,27,Business-travel,Business,588,2,2,2,2,5,5,5,5,5,2,5,3,5,5,0,0.0,Satisfied
4233,Female,Loyal-customer,47,Business-travel,Business,1020,3,1,3,3,2,4,5,5,5,5,5,3,5,5,0,0.0,Satisfied
14187,Male,Loyal-customer,24,Business-travel,Business,2903,3,3,3,3,3,3,3,3,4,2,2,2,2,3,0,0.0,Neutral-or-dissatisfied
19669,Male,Loyal-customer,67,Business-travel,Business,2659,1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,0.0,Neutral-or-dissatisfied
31147,Male,Loyal-customer,32,Business-travel,Business,3037,2,2,2,2,4,4,4,4,4,1,1,3,5,4,0,0.0,Satisfied
128842,Female,Loyal-customer,58,Personal-travel,Eco,2475,4,4,4,3,4,1,1,3,3,3,4,1,3,1,29,10.0,Satisfied
27562,Male,Loyal-customer,12,Personal-travel,Eco,978,4,5,4,5,1,4,1,1,3,4,4,5,4,1,0,0.0,Neutral-or-dissatisfied
775,Female,Loyal-customer,56,Business-travel,Business,2568,3,1,1,1,5,3,2,3,3,3,3,3,3,4,0,0.0,Neutral-or-dissatisfied
14070,Female,Loyal-customer,58,Personal-travel,Business,371,3,5,5,1,2,3,5,1,1,5,1,3,1,3,0,0.0,Neutral-or-dissatisfied
106007,Male,Disloyal-customer,24,Business-travel,Eco,791,3,3,3,3,5,3,5,5,2,1,3,1,3,5,39,6.0,Neutral-or-dissatisfied
116004,Male,Loyal-customer,68,Personal-travel,Eco,480,3,4,3,3,5,3,5,5,2,4,3,4,4,5,7,6.0,Neutral-or-dissatisfied
68886,Male,Loyal-customer,46,Business-travel,Business,1786,1,1,1,1,3,5,5,5,5,5,5,5,5,3,1,7.0,Satisfied
72413,Male,Loyal-customer,43,Business-travel,Business,1849,2,2,2,2,2,4,4,3,3,4,3,3,3,4,0,7.0,Satisfied
73604,Female,Loyal-customer,55,Business-travel,Business,3634,0,4,0,4,4,5,5,4,4,1,1,4,4,3,0,0.0,Satisfied
48415,Female,Loyal-customer,54,Personal-travel,Business,844,4,5,5,2,2,4,4,3,3,5,3,3,3,4,0,0.0,Neutral-or-dissatisfied
105708,Female,Loyal-customer,42,Business-travel,Business,3094,5,5,5,5,4,4,5,2,2,2,2,5,2,3,0,10.0,Satisfied
65579,Female,Loyal-customer,47,Business-travel,Business,3465,1,3,3,3,3,3,4,1,1,1,1,1,1,4,13,15.0,Neutral-or-dissatisfied
73058,Female,Disloyal-customer,29,Business-travel,Business,1035,1,1,1,1,5,1,5,5,4,4,4,4,4,5,0,0.0,Neutral-or-dissatisfied
65585,Female,Loyal-customer,36,Business-travel,Eco,237,2,4,4,4,2,2,2,2,2,4,2,1,1,2,0,0.0,Neutral-or-dissatisfied
8346,Female,Loyal-customer,50,Business-travel,Business,3175,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0,Satisfied
79678,Female,Loyal-customer,31,Personal-travel,Eco,760,4,2,4,4,1,4,1,1,3,4,4,4,4,1,17,27.0,Neutral-or-dissatisfied
112483,Male,Loyal-customer,13,Personal-travel,Eco,853,1,4,1,4,4,1,4,4,5,2,5,4,4,4,105,122.0,Neutral-or-dissatisfied
31698,Male,Disloyal-customer,24,Business-travel,Eco,446,3,4,4,4,5,4,5,5,4,4,4,2,4,5,0,0.0,Neutral-or-dissatisfied
74030,Female,Loyal-customer,60,Business-travel,Business,1071,2,2,2,2,4,5,1,3,3,4,3,5,3,1,0,0.0,Satisfied
124931,Female,Loyal-customer,42,Personal-travel,Eco,728,2,3,2,3,5,3,4,3,3,2,3,3,3,2,0,3.0,Neutral-or-dissatisfied
73924,Female,Loyal-customer,57,Business-travel,Business,2585,2,2,2,2,4,4,4,4,3,5,4,4,3,4,0,0.0,Satisfied
76073,Female,Loyal-customer,42,Business-travel,Business,707,2,2,4,2,2,5,4,3,3,4,3,4,3,3,27,11.0,Satisfied
104623,Male,Disloyal-customer,20,Business-travel,Eco,861,0,0,0,5,2,0,2,2,4,3,5,3,5,2,0,0.0,Satisfied
58523,Female,Loyal-customer,51,Personal-travel,Eco,719,3,5,2,4,3,5,4,4,4,2,4,4,4,3,19,0.0,Neutral-or-dissatisfied
121929,Male,Loyal-customer,45,Business-travel,Business,1790,2,5,2,2,2,4,5,5,5,5,5,3,5,4,0,0.0,Satisfied
30704,Female,Loyal-customer,26,Business-travel,Eco-plus,680,5,5,5,5,5,5,5,5,1,4,5,1,3,5,12,27.0,Satisfied
58896,Male,Disloyal-customer,26,Business-travel,Eco,888,2,2,2,3,5,2,5,5,4,3,3,2,4,5,51,30.0,Neutral-or-dissatisfied
26920,Female,Loyal-customer,24,Personal-travel,Eco,1660,2,1,2,3,3,2,5,3,1,4,2,2,2,3,0,2.0,Neutral-or-dissatisfied
13884,Male,Loyal-customer,49,Business-travel,Eco,578,5,1,1,1,5,5,5,1,1,1,4,5,4,5,162,179.0,Satisfied
87681,Female,Loyal-customer,17,Business-travel,Eco,606,5,1,4,1,5,5,4,5,5,1,2,5,3,5,15,15.0,Satisfied
81719,Female,Loyal-customer,39,Business-travel,Business,1487,3,3,3,3,4,4,5,4,4,4,4,4,4,3,7,0.0,Satisfied
85554,Female,Loyal-customer,49,Business-travel,Business,317,0,1,1,1,3,4,5,4,4,4,4,4,4,5,0,0.0,Satisfied
12645,Female,Loyal-customer,48,Personal-travel,Eco,844,3,4,4,3,4,4,4,4,4,4,4,3,4,3,0,1.0,Neutral-or-dissatisfied
101275,Male,Loyal-customer,52,Business-travel,Business,3747,5,5,5,5,2,4,5,4,4,4,4,5,4,5,24,20.0,Satisfied
95982,Female,Loyal-customer,25,Business-travel,Business,2748,4,4,4,4,3,3,3,3,3,2,4,5,4,3,0,0.0,Satisfied
74610,Female,Loyal-customer,16,Business-travel,Business,1503,3,5,5,5,3,3,3,3,2,4,3,2,3,3,0,0.0,Neutral-or-dissatisfied
76449,Male,Loyal-customer,58,Business-travel,Business,1717,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0.0,Satisfied
14030,Male,Disloyal-customer,8,Business-travel,Business,1117,4,3,4,3,3,4,3,3,4,5,4,4,3,3,0,7.0,Neutral-or-dissatisfied
69692,Male,Loyal-customer,42,Business-travel,Business,1372,3,3,5,3,4,4,4,5,4,5,4,4,3,4,141,125.0,Satisfied
47648,Female,Loyal-customer,52,Business-travel,Business,2768,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0.0,Neutral-or-dissatisfied
52168,Female,Loyal-customer,47,Business-travel,Eco,370,5,3,3,3,2,1,1,5,5,5,5,3,5,4,0,0.0,Satisfied
60251,Female,Loyal-customer,69,Personal-travel,Eco,1546,1,5,1,2,4,3,4,1,1,1,1,4,1,3,1,26.0,Neutral-or-dissatisfied
35881,Female,Loyal-customer,47,Personal-travel,Eco,1023,2,3,3,3,5,3,3,4,4,3,1,3,4,4,0,0.0,Neutral-or-dissatisfied
28852,Female,Loyal-customer,41,Business-travel,Business,3636,1,1,1,1,3,5,4,4,4,4,4,5,4,2,0,0.0,Satisfied
55341,Female,Loyal-customer,40,Personal-travel,Eco,1325,4,4,4,3,1,4,1,1,4,2,4,5,5,1,0,9.0,Neutral-or-dissatisfied
84553,Female,Loyal-customer,56,Personal-travel,Eco,2556,1,4,1,3,3,3,1,5,5,1,5,1,5,2,0,0.0,Neutral-or-dissatisfied
